"loop","Label","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper"
238,"b13",-0.7506,0.6309,500,-1.19,0.2347,0.05,-1.9901,0.4889
238,"b23",-0.5236,0.2935,500,-1.78,0.075,0.05,-1.1002,0.05296
238,"b33",-0.2297,0.2996,500,-0.77,0.4435,0.05,-0.8183,0.3588
238,"b43",-0.7338,0.3802,500,-1.93,0.0542,0.05,-1.4809,0.01318
238,"b53",0.7133,0.3107,500,2.3,0.0221,0.05,0.1029,1.3237
239,"b03",1.3662,0.4368,500,3.13,0.0019,0.05,0.508,2.2244
239,"b13",0.1185,0.1328,500,0.89,0.3726,0.05,-0.1424,0.3795
239,"b23",-0.09195,0.1304,500,-0.7,0.4812,0.05,-0.3482,0.1643
239,"b33",0.06698,0.08505,500,0.79,0.4314,0.05,-0.1001,0.2341
239,"b43",-0.5504,0.1888,500,-2.91,0.0037,0.05,-0.9214,-0.1794
239,"b53",0.2007,0.1723,500,1.17,0.2445,0.05,-0.1377,0.5391
240,"b03",1.2011,0.5551,500,2.16,0.031,0.05,0.1105,2.2916
240,"b13",0.08882,0.4049,500,0.22,0.8265,0.05,-0.7067,0.8843
240,"b23",-0.05115,0.08432,500,-0.61,0.5444,0.05,-0.2168,0.1145
240,"b33",0.1014,0.1577,500,0.64,0.5205,0.05,-0.2084,0.4112
240,"b43",-0.4338,0.2533,500,-1.71,0.0874,0.05,-0.9313,0.06383
240,"b53",0.1183,0.1169,500,1.01,0.3123,0.05,-0.1115,0.348
241,"b03",1.3635,0.4931,500,2.76,0.0059,0.05,0.3946,2.3323
241,"b13",0.04554,0.4744,500,0.1,0.9236,0.05,-0.8866,0.9777
241,"b23",-0.3926,0.2906,500,-1.35,0.1773,0.05,-0.9635,0.1784
241,"b33",0.2381,0.2534,500,0.94,0.3479,0.05,-0.2598,0.736
241,"b43",-0.4554,0.2621,500,-1.74,0.0829,0.05,-0.9703,0.05954
241,"b53",0.3513,0.2668,500,1.32,0.1884,0.05,-0.1727,0.8754
242,"b03",2.1644,0.6162,500,3.51,5e-04,0.05,0.9538,3.3751
242,"b13",0.1611,0.5054,500,0.32,0.7501,0.05,-0.8318,1.154
242,"b23",-0.03978,0.2183,500,-0.18,0.8554,0.05,-0.4686,0.389
242,"b33",0.2129,0.1014,500,2.1,0.0364,0.05,0.01357,0.4122
242,"b43",-0.8012,0.2245,500,-3.57,4e-04,0.05,-1.2423,-0.3601
242,"b53",0.2782,0.2667,500,1.04,0.2974,0.05,-0.2458,0.8022
243,"b03",1.7173,0.5201,500,3.3,0.001,0.05,0.6955,2.7391
243,"b13",0.04959,0.3658,500,0.14,0.8922,0.05,-0.669,0.7682
243,"b23",0.1206,0.1849,500,0.65,0.5145,0.05,-0.2427,0.484
243,"b33",-0.2128,0.1748,500,-1.22,0.2241,0.05,-0.5562,0.1307
243,"b43",-1.2561,0.3967,500,-3.17,0.0016,0.05,-2.0354,-0.4767
243,"b53",0.1855,0.1864,500,0.99,0.3203,0.05,-0.1808,0.5517
244,"b03",1.6433,0.4923,500,3.34,9e-04,0.05,0.6761,2.6104
244,"b13",0.3135,0.2825,500,1.11,0.2676,0.05,-0.2415,0.8686
244,"b23",-0.037,0.1141,500,-0.32,0.7458,0.05,-0.2611,0.1871
244,"b33",0.1866,0.1085,500,1.72,0.086,0.05,-0.02651,0.3997
244,"b43",-1.0241,0.3801,500,-2.69,0.0073,0.05,-1.7709,-0.2772
244,"b53",-0.02157,0.1593,500,-0.14,0.8923,0.05,-0.3346,0.2914
245,"b03",1.6695,0.5258,500,3.18,0.0016,0.05,0.6364,2.7026
245,"b13",-0.08315,0.2997,500,-0.28,0.7816,0.05,-0.672,0.5057
245,"b23",-0.00868,0.1557,500,-0.06,0.9556,0.05,-0.3147,0.2973
245,"b33",0.0494,0.06358,500,0.78,0.4375,0.05,-0.07552,0.1743
245,"b43",-0.573,0.2242,500,-2.56,0.0109,0.05,-1.0135,-0.1325
245,"b53",0.1446,0.1481,500,0.98,0.3293,0.05,-0.1464,0.4357
246,"b03",3.2986,0.6547,500,5.04,"<.0001",0.05,2.0124,4.5848
246,"b13",-0.9117,0.7027,500,-1.3,"0.1951",0.05,-2.2924,0.469
246,"b23",-0.3373,0.2137,500,-1.58,"0.1151",0.05,-0.7571,0.08256
246,"b33",0.5218,0.2299,500,2.27,"0.0236",0.05,0.07017,0.9734
246,"b43",-0.9007,0.2422,500,-3.72,"0.0002",0.05,-1.3767,-0.4248
246,"b53",0.3462,0.2023,500,1.71,"0.0876",0.05,-0.05127,0.7437
247,"b03",1.7219,0.5072,500,3.4,7e-04,0.05,0.7254,2.7183
247,"b13",0.2046,0.3235,500,0.63,0.5275,0.05,-0.4311,0.8402
247,"b23",-0.1097,0.1687,500,-0.65,0.5157,0.05,-0.4412,0.2218
247,"b33",0.1814,0.1457,500,1.24,0.2139,0.05,-0.105,0.4677
247,"b43",-0.7755,0.2498,500,-3.1,0.002,0.05,-1.2663,-0.2847
247,"b53",0.2112,0.1572,500,1.34,0.1796,0.05,-0.09759,0.5201
248,"b03",1.9085,0.4661,500,4.09,"<.0001",0.05,0.9927,2.8243
248,"b13",0.1693,0.3334,500,0.51,"0.6119",0.05,-0.4858,0.8243
248,"b23",-0.05976,0.1754,500,-0.34,"0.7335",0.05,-0.4043,0.2848
248,"b33",0.1271,0.1554,500,0.82,"0.4138",0.05,-0.1782,0.4324
248,"b43",-1.238,0.3438,500,-3.6,"0.0003",0.05,-1.9135,-0.5625
248,"b53",0.1906,0.1685,500,1.13,"0.2584",0.05,-0.1404,0.5217
249,"b03",1.9373,0.5391,500,3.59,4e-04,0.05,0.878,2.9965
249,"b13",0.3194,0.3424,500,0.93,0.3514,0.05,-0.3533,0.9921
249,"b23",0.2084,0.2184,500,0.95,0.3403,0.05,-0.2206,0.6374
249,"b33",0.2365,0.1742,500,1.36,0.1752,0.05,-0.1057,0.5788
249,"b43",-1.2722,0.3894,500,-3.27,0.0012,0.05,-2.0372,-0.5072
249,"b53",0.1311,0.1796,500,0.73,0.4656,0.05,-0.2217,0.484
250,"b03",1.3383,0.523,500,2.56,0.0108,0.05,0.3108,2.3658
250,"b13",-0.06349,0.2681,500,-0.24,0.8129,0.05,-0.5902,0.4632
250,"b23",-0.09333,0.2005,500,-0.47,0.6418,0.05,-0.4873,0.3006
250,"b33",0.0229,0.07714,500,0.3,0.7667,0.05,-0.1287,0.1745
250,"b43",-0.5084,0.3381,500,-1.5,0.1332,0.05,-1.1727,0.1558
250,"b53",0.1856,0.1148,500,1.62,0.1065,0.05,-0.0399,0.4111
251,"b03",1.927,0.4696,500,4.1,"<.0001",0.05,1.0045,2.8496
251,"b13",0.1567,0.3559,500,0.44,"0.6599",0.05,-0.5426,0.856
251,"b23",-0.2539,0.1407,500,-1.8,"0.0718",0.05,-0.5304,0.02255
251,"b33",0.1642,0.1514,500,1.08,"0.2787",0.05,-0.1333,0.4616
251,"b43",-0.6962,0.1935,500,-3.6,"0.0004",0.05,-1.0764,-0.316
251,"b53",0.3935,0.2727,500,1.44,"0.1497",0.05,-0.1424,0.9293
252,"b03",1.3053,0.563,500,2.32,0.0208,0.05,0.1992,2.4114
252,"b13",-0.347,0.3057,500,-1.14,0.2568,0.05,-0.9476,0.2535
252,"b23",2.6e-05,0.1015,500,0,0.9998,0.05,-0.1993,0.1993
252,"b33",0.1855,0.1685,500,1.1,0.2714,0.05,-0.1455,0.5165
252,"b43",-0.5354,0.2907,500,-1.84,0.0661,0.05,-1.1066,0.0358
252,"b53",0.05103,0.1198,500,0.43,0.6704,0.05,-0.1844,0.2865
253,"b03",1.9987,0.6018,500,3.32,0.001,0.05,0.8163,3.1811
253,"b13",-0.02174,0.4959,500,-0.04,0.9651,0.05,-0.9961,0.9527
253,"b23",-0.09328,0.4375,500,-0.21,0.8313,0.05,-0.9529,0.7663
253,"b33",0.05234,0.251,500,0.21,0.8349,0.05,-0.4408,0.5454
253,"b43",-0.8132,0.2464,500,-3.3,0.001,0.05,-1.2973,-0.3291
253,"b53",0.1272,0.4613,500,0.28,0.7828,0.05,-0.7791,1.0336
254,"b03",1.9981,0.486,500,4.11,"<.0001",0.05,1.0433,2.953
254,"b13",0.6973,0.5154,500,1.35,"0.1767",0.05,-0.3154,1.71
254,"b23",0.1504,0.2506,500,0.6,"0.5485",0.05,-0.3418,0.6427
254,"b33",0.2529,0.2451,500,1.03,"0.3026",0.05,-0.2287,0.7345
254,"b43",-1.3627,0.3375,500,-4.04,"<.0001",0.05,-2.0257,-0.6998
254,"b53",-0.2988,0.2861,500,-1.04,"0.2969",0.05,-0.8609,0.2634
255,"b03",1.6512,0.4327,500,3.82,2e-04,0.05,0.8011,2.5013
255,"b13",0.01941,0.2567,500,0.08,0.9397,0.05,-0.4848,0.5237
255,"b23",-0.07419,0.08043,500,-0.92,0.3567,0.05,-0.2322,0.08383
255,"b33",0.1288,0.1882,500,0.68,0.494,0.05,-0.241,0.4987
255,"b43",-0.5599,0.2722,500,-2.06,0.0402,0.05,-1.0947,-0.02509
255,"b53",0.1817,0.09805,500,1.85,0.0644,0.05,-0.0109,0.3744
256,"b03",2.1066,0.5474,500,3.85,1e-04,0.05,1.0311,3.1821
256,"b13",-0.1998,0.4138,500,-0.48,0.6293,0.05,-1.0128,0.6131
256,"b23",-0.2377,0.2258,500,-1.05,0.2931,0.05,-0.6813,0.206
256,"b33",0.345,0.2353,500,1.47,0.1432,0.05,-0.1173,0.8072
256,"b43",-1.367,0.4046,500,-3.38,8e-04,0.05,-2.1619,-0.5721
256,"b53",0.08101,0.1905,500,0.43,0.6709,0.05,-0.2933,0.4553
257,"b03",1.9235,0.62,500,3.1,0.002,0.05,0.7054,3.1417
257,"b13",-0.8143,0.6906,500,-1.18,0.2389,0.05,-2.1711,0.5426
257,"b23",0.1839,0.3065,500,0.6,0.5488,0.05,-0.4182,0.786
257,"b33",-0.1441,0.3131,500,-0.46,0.6457,0.05,-0.7593,0.4712
257,"b43",-0.6844,0.3875,500,-1.77,0.078,0.05,-1.4456,0.07692
257,"b53",0.7979,0.3203,500,2.49,0.013,0.05,0.1687,1.4271
258,"b03",1.1517,0.4725,500,2.44,0.0151,0.05,0.2234,2.08
258,"b13",0.1094,0.3169,500,0.35,0.7302,0.05,-0.5133,0.7321
258,"b23",0.2616,0.1845,500,1.42,0.1569,0.05,-0.1009,0.624
258,"b33",0.007015,0.1568,500,0.04,0.9643,0.05,-0.301,0.3151
258,"b43",-1.0054,0.3682,500,-2.73,0.0065,0.05,-1.7289,-0.282
258,"b53",-0.00158,0.1489,500,-0.01,0.9915,0.05,-0.2942,0.291
259,"b03",2.2735,0.4748,500,4.79,"<.0001",0.05,1.3407,3.2063
259,"b13",0.2787,0.2577,500,1.08,"0.2801",0.05,-0.2277,0.7851
259,"b23",0.03865,0.1922,500,0.2,"0.8407",0.05,-0.339,0.4163
259,"b33",0.1771,0.1761,500,1.01,"0.3151",0.05,-0.1689,0.523
259,"b43",-0.777,0.2138,500,-3.63,"0.0003",0.05,-1.1971,-0.3568
259,"b53",0.07721,0.2837,500,0.27,"0.7856",0.05,-0.4801,0.6346
260,"b03",1.7938,0.4626,500,3.88,1e-04,0.05,0.8848,2.7027
260,"b13",0.3938,0.3235,500,1.22,0.2242,0.05,-0.2419,1.0294
260,"b23",0.0128,0.197,500,0.06,0.9482,0.05,-0.3742,0.3998
260,"b33",0.1956,0.1531,500,1.28,0.2019,0.05,-0.1052,0.4964
260,"b43",-0.6337,0.2486,500,-2.55,0.0111,0.05,-1.1222,-0.1452
260,"b53",0.1287,0.153,500,0.84,0.4008,0.05,-0.172,0.4293
261,"b03",1.4545,0.526,500,2.77,0.0059,0.05,0.421,2.4879
261,"b13",0.3393,0.3867,500,0.88,0.3807,0.05,-0.4205,1.0991
261,"b23",0.1504,0.1559,500,0.96,0.3353,0.05,-0.1559,0.4567
261,"b33",0.0631,0.1225,500,0.52,0.6067,0.05,-0.1776,0.3038
261,"b43",-0.8391,0.3868,500,-2.17,0.0305,0.05,-1.5991,-0.07907
261,"b53",0.3452,0.2351,500,1.47,0.1426,0.05,-0.1167,0.8072
262,"b03",1.2163,0.4688,500,2.59,0.0097,0.05,0.2953,2.1374
262,"b13",0.1221,0.2027,500,0.6,0.5471,0.05,-0.2761,0.5204
262,"b23",-0.05264,0.1049,500,-0.5,0.6161,0.05,-0.2588,0.1535
262,"b33",0.185,0.2096,500,0.88,0.3779,0.05,-0.2268,0.5968
262,"b43",-0.4332,0.2637,500,-1.64,0.101,0.05,-0.9513,0.08481
262,"b53",0.0652,0.165,500,0.4,0.693,0.05,-0.2591,0.3895
263,"b03",0.9944,0.5282,500,1.88,0.0604,0.05,-0.04346,2.0322
263,"b13",0.1136,0.3402,500,0.33,0.7386,0.05,-0.5548,0.782
263,"b23",-0.1305,0.1797,500,-0.73,0.4681,0.05,-0.4834,0.2225
263,"b33",0.1766,0.1771,500,1,0.319,0.05,-0.1713,0.5245
263,"b43",-0.3249,0.2922,500,-1.11,0.2668,0.05,-0.899,0.2492
263,"b53",0.1147,0.1324,500,0.87,0.3867,0.05,-0.1454,0.3747
264,"b03",1.3936,0.5474,500,2.55,0.0112,0.05,0.3181,2.469
264,"b13",-0.04692,0.2876,500,-0.16,0.8705,0.05,-0.612,0.5181
264,"b23",-0.1118,0.1256,500,-0.89,0.3738,0.05,-0.3585,0.1349
264,"b33",-0.1093,0.1515,500,-0.72,0.4712,0.05,-0.4069,0.1884
264,"b43",-0.5008,0.2353,500,-2.13,0.0338,0.05,-0.9631,-0.03843
264,"b53",0.4697,0.3322,500,1.41,0.158,0.05,-0.1829,1.1224
265,"b03",1.5394,0.5082,500,3.03,0.0026,0.05,0.541,2.5379
265,"b13",0.05516,0.1252,500,0.44,0.6598,0.05,-0.1909,0.3012
265,"b23",0.008727,0.2276,500,0.04,0.9694,0.05,-0.4385,0.4559
265,"b33",0.08603,0.1161,500,0.74,0.4592,0.05,-0.1422,0.3142
265,"b43",-0.7089,0.3065,500,-2.31,0.0211,0.05,-1.3111,-0.1067
265,"b53",0.1684,0.1296,500,1.3,0.1944,0.05,-0.08619,0.4229
266,"b03",1.2204,0.6241,500,1.96,0.0511,0.05,-0.00584,2.4466
266,"b13",-0.05207,0.3725,500,-0.14,0.8889,0.05,-0.784,0.6799
266,"b23",-0.2658,0.2719,500,-0.98,0.3288,0.05,-0.8,0.2685
266,"b33",0.1519,0.1812,500,0.84,0.4022,0.05,-0.2041,0.5079
266,"b43",-0.6067,0.329,500,-1.84,0.0658,0.05,-1.2532,0.03973
266,"b53",0.41,0.2495,500,1.64,0.101,0.05,-0.08022,0.9003
267,"b03",1.9071,0.6972,500,2.74,0.0065,0.05,0.5374,3.2769
267,"b13",-0.6921,0.7803,500,-0.89,0.3755,0.05,-2.2251,0.8409
267,"b23",-0.3818,0.2666,500,-1.43,0.1528,0.05,-0.9056,0.142
267,"b33",0.06428,0.2468,500,0.26,0.7946,0.05,-0.4206,0.5492
267,"b43",0.2512,0.3819,500,0.66,0.5111,0.05,-0.4993,1.0016
267,"b53",0.3481,0.2823,500,1.23,0.2182,0.05,-0.2066,0.9027
268,"b03",0.8867,0.7182,500,1.23,0.2176,0.05,-0.5245,2.2978
268,"b13",0.5764,0.6926,500,0.83,0.4057,0.05,-0.7843,1.9371
268,"b23",-0.8446,0.3357,500,-2.52,0.0122,0.05,-1.5042,-0.185
268,"b33",-0.6079,0.4218,500,-1.44,0.1501,0.05,-1.4365,0.2208
268,"b43",-0.9353,0.4208,500,-2.22,0.0267,0.05,-1.7621,-0.1085
268,"b53",0.9855,0.338,500,2.92,0.0037,0.05,0.3215,1.6495
269,"b03",1.9698,0.5078,500,3.88,1e-04,0.05,0.9721,2.9675
269,"b13",-0.09842,0.3421,500,-0.29,0.7737,0.05,-0.7706,0.5738
269,"b23",0.4237,0.2233,500,1.9,0.0583,0.05,-0.01494,0.8624
269,"b33",0.6225,0.32,500,1.95,0.0523,0.05,-0.00615,1.2512
269,"b43",-0.9848,0.255,500,-3.86,1e-04,0.05,-1.4858,-0.4838
269,"b53",0.1401,0.167,500,0.84,0.402,0.05,-0.188,0.4683
270,"b03",1.0342,0.5204,500,1.99,0.0474,0.05,0.01168,2.0567
270,"b13",0.7013,0.5383,500,1.3,0.1932,0.05,-0.3563,1.7589
270,"b23",-0.3927,0.2693,500,-1.46,0.1455,0.05,-0.9219,0.1365
270,"b33",-0.6131,0.3445,500,-1.78,0.0757,0.05,-1.29,0.06371
270,"b43",-0.5604,0.3265,500,-1.72,0.0867,0.05,-1.2019,0.08106
270,"b53",0.1963,0.2757,500,0.71,0.4768,0.05,-0.3454,0.7381
271,"b03",2.3357,0.7712,500,3.03,0.0026,0.05,0.8206,3.8509
271,"b13",0.188,0.7175,500,0.26,0.7934,0.05,-1.2218,1.5977
271,"b23",-0.04558,0.1127,500,-0.4,0.6861,0.05,-0.267,0.1758
271,"b33",0.2889,0.3861,500,0.75,0.4546,0.05,-0.4696,1.0475
271,"b43",-0.9632,0.2685,500,-3.59,4e-04,0.05,-1.4907,-0.4356
271,"b53",0.1173,0.2078,500,0.56,0.5726,0.05,-0.2909,0.5255
272,"b03",2.1895,0.5749,500,3.81,2e-04,0.05,1.06,3.319
272,"b13",-0.3526,0.5088,500,-0.69,0.4886,0.05,-1.3523,0.647
272,"b23",-0.05904,0.2315,500,-0.26,0.7988,0.05,-0.5139,0.3958
272,"b33",0.04681,0.2424,500,0.19,0.847,0.05,-0.4295,0.5231
272,"b43",-1.0615,0.407,500,-2.61,0.0094,0.05,-1.8612,-0.2618
272,"b53",0.3299,0.2269,500,1.45,0.1465,0.05,-0.1158,0.7757
273,"b03",0.3228,0.649,500,0.5,0.6191,0.05,-0.9523,1.598
273,"b13",0.07092,0.4823,500,0.15,0.8832,0.05,-0.8766,1.0185
273,"b23",-0.5567,0.3979,500,-1.4,0.1624,0.05,-1.3384,0.2251
273,"b33",0.0448,0.261,500,0.17,0.8638,0.05,-0.468,0.5576
273,"b43",-0.1076,0.3653,500,-0.29,0.7686,0.05,-0.8253,0.6102
273,"b53",-0.05524,0.3177,500,-0.17,0.862,0.05,-0.6794,0.5689
274,"b03",2.0907,0.5614,500,3.72,"0.0002",0.05,0.9877,3.1937
274,"b13",0.06324,0.2929,500,0.22,"0.8291",0.05,-0.5122,0.6387
274,"b23",0.1946,0.2057,500,0.95,"0.3444",0.05,-0.2094,0.5987
274,"b33",0.2451,0.2038,500,1.2,"0.2297",0.05,-0.1553,0.6455
274,"b43",-0.9973,0.2414,500,-4.13,"<.0001",0.05,-1.4717,-0.523
274,"b53",-0.2055,0.2793,500,-0.74,"0.4623",0.05,-0.7542,0.3433
275,"b03",1.8982,0.6793,500,2.79,0.0054,0.05,0.5637,3.2328
275,"b13",0.06272,0.3401,500,0.18,0.8538,0.05,-0.6055,0.7309
275,"b23",0.000911,0.2045,500,0,0.9964,0.05,-0.4009,0.4027
275,"b33",0.2442,0.1846,500,1.32,0.1866,0.05,-0.1185,0.6069
275,"b43",-1.031,0.4328,500,-2.38,0.0176,0.05,-1.8814,-0.1806
275,"b53",0.08456,0.1523,500,0.56,0.5789,0.05,-0.2146,0.3837
276,"b03",2.5876,0.7652,500,3.38,8e-04,0.05,1.0842,4.0909
276,"b13",-1.3895,0.7426,500,-1.87,0.0619,0.05,-2.8485,0.06953
276,"b23",-0.277,0.296,500,-0.94,0.3498,0.05,-0.8586,0.3046
276,"b33",0.3449,0.2912,500,1.18,0.2367,0.05,-0.2271,0.917
276,"b43",-0.6326,0.4626,500,-1.37,0.1721,0.05,-1.5415,0.2763
276,"b53",-0.0711,0.3394,500,-0.21,0.8341,0.05,-0.7379,0.5957
277,"b03",1.9001,0.4765,500,3.99,"<.0001",0.05,0.964,2.8363
277,"b13",0.1391,0.3459,500,0.4,"0.6877",0.05,-0.5405,0.8188
277,"b23",0.135,0.16,500,0.84,"0.3992",0.05,-0.1794,0.4495
277,"b33",0.1653,0.1767,500,0.94,"0.3501",0.05,-0.1819,0.5125
277,"b43",-1.232,0.3838,500,-3.21,"0.0014",0.05,-1.9859,-0.478
277,"b53",0.08826,0.163,500,0.54,"0.5885",0.05,-0.232,0.4085
278,"b03",1.8255,0.5821,500,3.14,0.0018,0.05,0.6819,2.9692
278,"b13",-0.2935,0.5417,500,-0.54,0.5882,0.05,-1.3578,0.7708
278,"b23",0.2921,0.2889,500,1.01,0.3125,0.05,-0.2755,0.8597
278,"b33",-0.2784,0.2436,500,-1.14,0.2536,0.05,-0.7571,0.2002
278,"b43",-1.0348,0.3842,500,-2.69,0.0073,0.05,-1.7896,-0.2799
278,"b53",0.4924,0.2533,500,1.94,0.0525,0.05,-0.00527,0.99
279,"b03",1.8149,0.6062,500,2.99,0.0029,0.05,0.6239,3.006
279,"b13",-0.1378,0.3636,500,-0.38,0.7048,0.05,-0.8523,0.5766
279,"b23",0.1265,0.2071,500,0.61,0.5414,0.05,-0.2803,0.5334
279,"b33",0.1931,0.1778,500,1.09,0.2778,0.05,-0.1561,0.5424
279,"b43",-0.8135,0.3711,500,-2.19,0.0288,0.05,-1.5427,-0.08433
279,"b53",0.1897,0.1921,500,0.99,0.3239,0.05,-0.1878,0.5672
280,"b03",1.9543,0.4445,500,4.4,"<.0001",0.05,1.081,2.8275
280,"b13",0.03048,0.2171,500,0.14,"0.8884",0.05,-0.3961,0.457
280,"b23",-0.00464,0.1256,500,-0.04,"0.9706",0.05,-0.2514,0.2421
280,"b33",-0.2206,0.187,500,-1.18,"0.2388",0.05,-0.588,0.1469
280,"b43",-0.9991,0.3144,500,-3.18,"0.0016",0.05,-1.6169,-0.3813
280,"b53",-0.2588,0.2302,500,-1.12,"0.2613",0.05,-0.711,0.1934
281,"b03",1.3558,0.5841,500,2.32,0.0207,0.05,0.2083,2.5033
281,"b13",0.2049,0.4116,500,0.5,0.6189,0.05,-0.6038,1.0136
281,"b23",-0.03346,0.1189,500,-0.28,0.7786,0.05,-0.2671,0.2002
281,"b33",-0.08977,0.1962,500,-0.46,0.6476,0.05,-0.4753,0.2958
281,"b43",-0.6392,0.2738,500,-2.33,0.02,0.05,-1.1771,-0.1013
281,"b53",0.1963,0.1314,500,1.49,0.1359,0.05,-0.06191,0.4545
282,"b03",2.722,0.6713,500,4.05,"<.0001",0.05,1.403,4.0409
282,"b13",-0.5272,0.6347,500,-0.83,"0.4066",0.05,-1.7742,0.7199
282,"b23",-0.4516,0.3007,500,-1.5,"0.1338",0.05,-1.0424,0.1393
282,"b33",0.2024,0.2319,500,0.87,"0.3831",0.05,-0.2531,0.6579
282,"b43",-0.1843,0.2992,500,-0.62,"0.5383",0.05,-0.7722,0.4037
282,"b53",0.565,0.2943,500,1.92,"0.0555",0.05,-0.01329,1.1432
283,"b03",1.4924,0.4648,500,3.21,0.0014,0.05,0.5791,2.4056
283,"b13",0.2179,0.3205,500,0.68,0.4969,0.05,-0.4118,0.8476
283,"b23",0.1307,0.1651,500,0.79,0.429,0.05,-0.1937,0.455
283,"b33",0.0322,0.1676,500,0.19,0.8477,0.05,-0.297,0.3614
283,"b43",-1.1006,0.3915,500,-2.81,0.0051,0.05,-1.8697,-0.3314
283,"b53",0.008328,0.1572,500,0.05,0.9578,0.05,-0.3006,0.3173
284,"b03",1.4949,0.5346,500,2.8,0.0054,0.05,0.4446,2.5453
284,"b13",0.1244,0.4006,500,0.31,0.7563,0.05,-0.6626,0.9114
284,"b23",0.004529,0.1242,500,0.04,0.9709,0.05,-0.2395,0.2486
284,"b33",0.06517,0.1001,500,0.65,0.5152,0.05,-0.1315,0.2618
284,"b43",-0.5555,0.272,500,-2.04,0.0416,0.05,-1.0899,-0.02112
284,"b53",0.04411,0.2931,500,0.15,0.8804,0.05,-0.5317,0.6199
285,"b03",1.5766,0.4984,500,3.16,0.0017,0.05,0.5973,2.5559
285,"b13",0.03516,0.2229,500,0.16,0.8747,0.05,-0.4027,0.4731
285,"b23",-0.0531,0.1307,500,-0.41,0.6847,0.05,-0.3099,0.2037
285,"b33",0.1216,0.1498,500,0.81,0.4174,0.05,-0.1728,0.416
285,"b43",-0.5477,0.1894,500,-2.89,0.004,0.05,-0.9198,-0.1757
285,"b53",-0.1163,0.2807,500,-0.41,0.6789,0.05,-0.6678,0.4353
286,"b03",1.118,0.6656,500,1.68,0.0936,0.05,-0.1897,2.4257
286,"b13",-0.5489,0.5045,500,-1.09,0.2771,0.05,-1.54,0.4422
286,"b23",0.05437,0.2138,500,0.25,0.7993,0.05,-0.3657,0.4744
286,"b33",-0.1999,0.2324,500,-0.86,0.3902,0.05,-0.6566,0.2567
286,"b43",-0.8291,0.4087,500,-2.03,0.043,0.05,-1.632,-0.02616
286,"b53",-0.09729,0.2148,500,-0.45,0.6507,0.05,-0.5192,0.3246
287,"b03",1.2204,0.6241,500,1.96,0.0511,0.05,-0.00584,2.4466
287,"b13",-0.05207,0.3725,500,-0.14,0.8889,0.05,-0.784,0.6799
287,"b23",-0.2658,0.2719,500,-0.98,0.3288,0.05,-0.8,0.2685
287,"b33",0.1519,0.1812,500,0.84,0.4022,0.05,-0.2041,0.5079
287,"b43",-0.6067,0.329,500,-1.84,0.0658,0.05,-1.2532,0.03973
287,"b53",0.41,0.2495,500,1.64,0.101,0.05,-0.08022,0.9003
288,"b03",1.3166,0.4855,500,2.71,0.0069,0.05,0.3627,2.2705
288,"b13",0.4451,0.3824,500,1.16,0.2449,0.05,-0.3061,1.1963
288,"b23",0.228,0.1969,500,1.16,0.2474,0.05,-0.1588,0.6149
288,"b33",-0.02943,0.1692,500,-0.17,0.862,0.05,-0.3619,0.303
288,"b43",-1.192,0.3895,500,-3.06,0.0023,0.05,-1.9572,-0.4267
288,"b53",0.2174,0.1761,500,1.23,0.2176,0.05,-0.1286,0.5635
289,"b03",2.2351,0.5325,500,4.2,"<.0001",0.05,1.1889,3.2812
289,"b13",0.2021,0.4397,500,0.46,"0.6460",0.05,-0.6618,1.066
289,"b23",-0.4332,0.2095,500,-2.07,"0.0392",0.05,-0.8449,-0.02153
289,"b33",0.5641,0.2175,500,2.59,"0.0098",0.05,0.1368,0.9914
289,"b43",-1.6902,0.4015,500,-4.21,"<.0001",0.05,-2.479,-0.9014
289,"b53",0.4997,0.2294,500,2.18,"0.0298",0.05,0.04904,0.9503
290,"b03",0.3652,0.5831,500,0.63,0.5314,0.05,-0.7804,1.5108
290,"b13",0.1127,0.2963,500,0.38,0.7037,0.05,-0.4694,0.6949
290,"b23",0.02464,0.1459,500,0.17,0.866,0.05,-0.262,0.3113
290,"b33",-0.06181,0.1441,500,-0.43,0.6682,0.05,-0.345,0.2214
290,"b43",-0.5832,0.3691,500,-1.58,0.1148,0.05,-1.3084,0.1421
290,"b53",-0.3412,0.2174,500,-1.57,0.1172,0.05,-0.7684,0.08594
291,"b03",1.6114,0.4985,500,3.23,0.0013,0.05,0.632,2.5907
291,"b13",0.1347,0.3324,500,0.41,0.6854,0.05,-0.5183,0.7878
291,"b23",0.05397,0.1986,500,0.27,0.7859,0.05,-0.3363,0.4442
291,"b33",0.1473,0.117,500,1.26,0.2084,0.05,-0.08247,0.3771
291,"b43",-0.6707,0.3435,500,-1.95,0.0514,0.05,-1.3455,0.004196
291,"b53",0.1815,0.08917,500,2.04,0.0423,0.05,0.006342,0.3567
292,"b03",1.4619,0.5516,500,2.65,0.0083,0.05,0.3782,2.5456
292,"b13",0.05536,0.4316,500,0.13,0.898,0.05,-0.7926,0.9033
292,"b23",0.002312,0.06645,500,0.03,0.9723,0.05,-0.1282,0.1329
292,"b33",0.1204,0.132,500,0.91,0.3618,0.05,-0.1388,0.3797
292,"b43",-0.5789,0.2362,500,-2.45,0.0146,0.05,-1.043,-0.1148
