"loop","Label","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper"
842,"b23",-0.2394,0.3068,500,-0.78,"0.4355",0.05,-0.8422,0.3633
842,"b33",0.08201,0.1616,500,0.51,"0.6120",0.05,-0.2354,0.3995
842,"b43",-0.8605,0.2374,500,-3.63,"0.0003",0.05,-1.3269,-0.3942
842,"b53",0.1261,0.1688,500,0.75,"0.4552",0.05,-0.2055,0.4577
843,"b03",2.0378,0.4718,500,4.32,"<.0001",0.05,1.1108,2.9647
843,"b13",0.02575,0.3104,500,0.08,"0.9339",0.05,-0.5841,0.6356
843,"b23",-0.4709,0.2872,500,-1.64,"0.1017",0.05,-1.0351,0.09329
843,"b33",0.09864,0.1398,500,0.71,"0.4808",0.05,-0.176,0.3733
843,"b43",-0.6042,0.2192,500,-2.76,"0.0061",0.05,-1.0349,-0.1735
843,"b53",0.4055,0.2066,500,1.96,"0.0502",0.05,-0.00038,0.8113
844,"b03",2.0333,0.6875,500,2.96,0.0032,0.05,0.6826,3.3839
844,"b13",-0.213,0.6525,500,-0.33,0.7442,0.05,-1.495,1.0689
844,"b23",-0.06955,0.1336,500,-0.52,0.6028,0.05,-0.332,0.1929
844,"b33",0.1551,0.2288,500,0.68,0.4981,0.05,-0.2944,0.6046
844,"b43",-0.6288,0.1988,500,-3.16,0.0017,0.05,-1.0193,-0.2382
844,"b53",0.2694,0.1973,500,1.37,0.1727,0.05,-0.1182,0.6569
845,"b03",3.6712,0.8614,500,4.26,"<.0001",0.05,1.9788,5.3636
845,"b13",-2.4147,0.9213,500,-2.62,"0.0090",0.05,-4.2248,-0.6045
845,"b23",-0.4766,0.2657,500,-1.79,"0.0734",0.05,-0.9986,0.0454
845,"b33",0.03304,0.2505,500,0.13,"0.8951",0.05,-0.4591,0.5251
845,"b43",-0.3536,0.3288,500,-1.08,"0.2826",0.05,-0.9996,0.2923
845,"b53",-0.03329,0.2683,500,-0.12,"0.9013",0.05,-0.5605,0.4939
846,"b03",1.805,0.4696,500,3.84,1e-04,0.05,0.8823,2.7277
846,"b13",0.3443,0.2981,500,1.16,0.2486,0.05,-0.2413,0.9299
846,"b23",0.1857,0.2344,500,0.79,0.4286,0.05,-0.2748,0.6461
846,"b33",0.1826,0.1448,500,1.26,0.2078,0.05,-0.1018,0.467
846,"b43",-1.1471,0.3523,500,-3.26,0.0012,0.05,-1.8393,-0.455
846,"b53",-0.00594,0.1358,500,-0.04,0.9651,0.05,-0.2727,0.2608
847,"b03",2.1532,0.5952,500,3.62,3e-04,0.05,0.9838,3.3226
847,"b13",-0.2299,0.4521,500,-0.51,0.6113,0.05,-1.1182,0.6583
847,"b23",-0.2073,0.1733,500,-1.2,0.232,0.05,-0.5477,0.1331
847,"b33",0.08249,0.2193,500,0.38,0.7069,0.05,-0.3483,0.5133
847,"b43",-0.4809,0.3406,500,-1.41,0.1586,0.05,-1.1501,0.1882
847,"b53",0.4623,0.2297,500,2.01,0.0447,0.05,0.01094,0.9136
848,"b03",1.3053,0.563,500,2.32,0.0208,0.05,0.1992,2.4114
848,"b13",-0.347,0.3057,500,-1.14,0.2568,0.05,-0.9476,0.2535
848,"b23",2.6e-05,0.1015,500,0,0.9998,0.05,-0.1993,0.1993
848,"b33",0.1855,0.1685,500,1.1,0.2714,0.05,-0.1455,0.5165
848,"b43",-0.5354,0.2907,500,-1.84,0.0661,0.05,-1.1066,0.0358
848,"b53",0.05103,0.1198,500,0.43,0.6704,0.05,-0.1844,0.2865
849,"b03",1.902,0.6431,500,2.96,0.0032,0.05,0.6384,3.1656
849,"b13",-0.4961,0.5182,500,-0.96,0.3389,0.05,-1.5142,0.5221
849,"b23",-0.4981,0.2394,500,-2.08,0.038,0.05,-0.9685,-0.02775
849,"b33",-0.2095,0.2043,500,-1.03,0.3057,0.05,-0.6108,0.1919
849,"b43",-0.7411,0.3698,500,-2,0.0456,0.05,-1.4677,-0.01447
849,"b53",0.515,0.2711,500,1.9,0.058,0.05,-0.01761,1.0476
850,"b03",1.4398,0.5644,500,2.55,0.011,0.05,0.3309,2.5486
850,"b13",0.3296,0.3475,500,0.95,0.3433,0.05,-0.3532,1.0124
850,"b23",0.04836,0.1795,500,0.27,0.7878,0.05,-0.3044,0.4011
850,"b33",-0.1861,0.1878,500,-0.99,0.322,0.05,-0.5551,0.1828
850,"b43",-0.8356,0.279,500,-3,0.0029,0.05,-1.3837,-0.2875
850,"b53",0.05977,0.1588,500,0.38,0.7067,0.05,-0.2521,0.3717
851,"b03",1.8428,0.4972,500,3.71,2e-04,0.05,0.8659,2.8198
851,"b13",0.02915,0.2832,500,0.1,0.9181,0.05,-0.5273,0.5856
851,"b23",-0.07646,0.1133,500,-0.67,0.5001,0.05,-0.2991,0.1462
851,"b33",0.1524,0.1111,500,1.37,0.1705,0.05,-0.06577,0.3706
851,"b43",-0.859,0.3593,500,-2.39,0.0172,0.05,-1.565,-0.1531
851,"b53",0.4929,0.2134,500,2.31,0.0213,0.05,0.07375,0.9121
852,"b03",1.6359,0.5159,500,3.17,0.0016,0.05,0.6223,2.6495
852,"b13",0.3973,0.2938,500,1.35,0.1769,0.05,-0.18,0.9745
852,"b23",-0.05935,0.07863,500,-0.75,0.4507,0.05,-0.2138,0.09512
852,"b33",0.2147,0.1138,500,1.89,0.0598,0.05,-0.00893,0.4384
852,"b43",-0.8102,0.2528,500,-3.21,0.0014,0.05,-1.3068,-0.3136
852,"b53",0.2719,0.1209,500,2.25,0.025,0.05,0.03432,0.5094
853,"b03",1.239,0.442,500,2.8,0.0053,0.05,0.3706,2.1074
853,"b13",0.4378,0.3098,500,1.41,0.1582,0.05,-0.1708,1.0464
853,"b23",0.005969,0.2562,500,0.02,0.9814,0.05,-0.4974,0.5093
853,"b33",0.1297,0.08048,500,1.61,0.1077,0.05,-0.02842,0.2878
853,"b43",-0.6575,0.3501,500,-1.88,0.061,0.05,-1.3454,0.03035
853,"b53",0.07287,0.2051,500,0.36,0.7225,0.05,-0.33,0.4758
854,"b03",1.3159,0.508,500,2.59,0.0099,0.05,0.3179,2.3139
854,"b13",0.3167,0.4109,500,0.77,0.4412,0.05,-0.4906,1.124
854,"b23",0.6132,0.2116,500,2.9,0.0039,0.05,0.1974,1.0289
854,"b33",0.228,0.2154,500,1.06,0.2903,0.05,-0.1952,0.6512
854,"b43",-1.2979,0.3481,500,-3.73,2e-04,0.05,-1.9818,-0.6139
854,"b53",0.1617,0.1918,500,0.84,0.3997,0.05,-0.2152,0.5386
855,"b03",0.3705,0.8254,500,0.45,0.6537,0.05,-1.2512,1.9921
855,"b13",0.6226,0.8375,500,0.74,0.4575,0.05,-1.0228,2.268
855,"b23",0.008861,0.2181,500,0.04,0.9676,0.05,-0.4196,0.4373
855,"b33",-0.2754,0.2881,500,-0.96,0.3395,0.05,-0.8414,0.2906
855,"b43",-0.1629,0.3163,500,-0.52,0.6067,0.05,-0.7843,0.4585
855,"b53",0.2583,0.2539,500,1.02,0.3095,0.05,-0.2406,0.7571
856,"b03",1.3707,0.5987,500,2.29,0.0225,0.05,0.1945,2.547
856,"b13",0.06719,0.3585,500,0.19,0.8514,0.05,-0.6372,0.7715
856,"b23",0.02277,0.2134,500,0.11,0.9151,0.05,-0.3966,0.4421
856,"b33",0.04469,0.1092,500,0.41,0.6825,0.05,-0.1698,0.2592
856,"b43",-0.4706,0.2241,500,-2.1,0.0362,0.05,-0.9108,-0.03026
856,"b53",0.1237,0.2846,500,0.43,0.664,0.05,-0.4354,0.6828
857,"b03",2.0845,0.4647,500,4.49,"<.0001",0.05,1.1715,2.9974
857,"b13",0.5827,0.3699,500,1.58,"0.1158",0.05,-0.144,1.3094
857,"b23",-0.1946,0.1883,500,-1.03,"0.3019",0.05,-0.5646,0.1754
857,"b33",0.01345,0.1838,500,0.07,"0.9417",0.05,-0.3477,0.3747
857,"b43",-1.6471,0.4593,500,-3.59,"0.0004",0.05,-2.5495,-0.7447
857,"b53",0.1571,0.1893,500,0.83,"0.4069",0.05,-0.2148,0.5291
858,"b03",0.6055,0.5646,500,1.07,0.284,0.05,-0.5037,1.7148
858,"b13",1.0277,0.5516,500,1.86,0.063,0.05,-0.05607,2.1115
858,"b23",0.294,0.2648,500,1.11,0.2674,0.05,-0.2262,0.8142
858,"b33",-0.1198,0.205,500,-0.58,0.5591,0.05,-0.5225,0.2829
858,"b43",-0.8785,0.3724,500,-2.36,0.0187,0.05,-1.6101,-0.1469
858,"b53",0.2208,0.219,500,1.01,0.3138,0.05,-0.2095,0.6511
859,"b03",0.8784,0.5997,500,1.46,0.1436,0.05,-0.2998,2.0566
859,"b13",0.7575,0.5645,500,1.34,0.1803,0.05,-0.3517,1.8666
859,"b23",-0.01759,0.1671,500,-0.11,0.9162,0.05,-0.3459,0.3108
859,"b33",0.01651,0.1675,500,0.1,0.9216,0.05,-0.3127,0.3457
859,"b43",-0.5166,0.3031,500,-1.7,0.0889,0.05,-1.112,0.07889
859,"b53",-0.3039,0.3477,500,-0.87,0.3825,0.05,-0.9871,0.3792
860,"b03",2.1034,0.5283,500,3.98,"<.0001",0.05,1.0654,3.1414
860,"b13",0.9711,0.5063,500,1.92,"0.0557",0.05,-0.02364,1.9659
860,"b23",0.6441,0.299,500,2.15,"0.0317",0.05,0.05673,1.2315
860,"b33",-0.2211,0.2427,500,-0.91,"0.3626",0.05,-0.6979,0.2556
860,"b43",-1.3296,0.3218,500,-4.13,"<.0001",0.05,-1.9619,-0.6973
860,"b53",0.2831,0.2254,500,1.26,"0.2096",0.05,-0.1596,0.7259
861,"b03",1.3447,0.6132,500,2.19,0.0288,0.05,0.1398,2.5495
861,"b13",-0.1265,0.2879,500,-0.44,0.6606,0.05,-0.6922,0.4392
861,"b23",-0.52,0.3131,500,-1.66,0.0974,0.05,-1.1352,0.09519
861,"b33",0.3107,0.1787,500,1.74,0.0828,0.05,-0.04045,0.6618
861,"b43",-0.5525,0.2374,500,-2.33,0.0203,0.05,-1.0188,-0.08609
861,"b53",0.4246,0.2392,500,1.77,0.0765,0.05,-0.04538,0.8946
862,"b03",1.9341,0.5776,500,3.35,9e-04,0.05,0.7993,3.069
862,"b13",-0.1469,0.6002,500,-0.24,0.8067,0.05,-1.3261,1.0322
862,"b23",-0.5292,0.2798,500,-1.89,0.0591,0.05,-1.0789,0.0204
862,"b33",-0.7157,0.3206,500,-2.23,0.0261,0.05,-1.3456,-0.08572
862,"b43",-0.6792,0.3059,500,-2.22,0.0269,0.05,-1.2803,-0.07813
862,"b53",0.3831,0.2853,500,1.34,0.1799,0.05,-0.1774,0.9436
863,"b03",1.5475,0.5448,500,2.84,0.0047,0.05,0.4771,2.6178
863,"b13",-0.03204,0.2485,500,-0.13,0.8975,0.05,-0.5204,0.4563
863,"b23",0.09386,0.1165,500,0.81,0.421,0.05,-0.1351,0.3228
863,"b33",0.01296,0.1084,500,0.12,0.9049,0.05,-0.1999,0.2258
863,"b43",-0.8416,0.3664,500,-2.3,0.0221,0.05,-1.5616,-0.1216
863,"b53",0.1949,0.1241,500,1.57,0.117,0.05,-0.049,0.4388
864,"b03",3.3496,0.5344,500,6.27,"<.0001",0.05,2.2997,4.3994
864,"b13",0.4577,0.3612,500,1.27,"0.2057",0.05,-0.252,1.1674
864,"b23",-0.2005,0.2031,500,-0.99,"0.3240",0.05,-0.5996,0.1985
864,"b33",-0.08764,0.1763,500,-0.5,"0.6193",0.05,-0.434,0.2587
864,"b43",-1.7317,0.4574,500,-3.79,"0.0002",0.05,-2.6304,-0.833
864,"b53",0.1773,0.2012,500,0.88,"0.3788",0.05,-0.2181,0.5726
865,"b03",1.1246,0.5667,500,1.98,0.0477,0.05,0.01125,2.2379
865,"b13",-0.0061,0.1564,500,-0.04,0.9689,0.05,-0.3133,0.3011
865,"b23",-0.0451,0.1935,500,-0.23,0.8158,0.05,-0.4253,0.3351
865,"b33",0.01858,0.07488,500,0.25,0.8041,0.05,-0.1285,0.1657
865,"b43",-0.369,0.3114,500,-1.18,0.2367,0.05,-0.9808,0.2429
865,"b53",0.1274,0.186,500,0.68,0.4937,0.05,-0.238,0.4928
866,"b03",1.2621,0.6721,500,1.88,0.061,0.05,-0.05842,2.5827
866,"b13",1.304,0.7161,500,1.82,0.0692,0.05,-0.1029,2.7109
866,"b23",0.2892,0.242,500,1.2,0.2326,0.05,-0.1862,0.7646
866,"b33",0.1968,0.1839,500,1.07,0.285,0.05,-0.1645,0.5581
866,"b43",-0.9866,0.2523,500,-3.91,1e-04,0.05,-1.4823,-0.4909
866,"b53",-0.2956,0.2992,500,-0.99,0.3237,0.05,-0.8835,0.2923
867,"b03",1.9551,0.7157,500,2.73,0.0065,0.05,0.549,3.3612
867,"b13",-0.7506,0.6309,500,-1.19,0.2347,0.05,-1.9901,0.4889
867,"b23",-0.5236,0.2935,500,-1.78,0.075,0.05,-1.1002,0.05296
867,"b33",-0.2297,0.2996,500,-0.77,0.4435,0.05,-0.8183,0.3588
867,"b43",-0.7338,0.3802,500,-1.93,0.0542,0.05,-1.4809,0.01318
867,"b53",0.7133,0.3107,500,2.3,0.0221,0.05,0.1029,1.3237
868,"b03",1.6917,0.54,500,3.13,0.0018,0.05,0.6308,2.7526
868,"b13",-0.00047,0.5092,500,0,0.9993,0.05,-1.001,1
868,"b23",-0.2942,0.2666,500,-1.1,0.2703,0.05,-0.818,0.2296
868,"b33",-0.2154,0.2973,500,-0.72,0.4689,0.05,-0.7995,0.3686
868,"b43",-0.7899,0.3216,500,-2.46,0.0144,0.05,-1.4217,-0.1581
868,"b53",-0.5647,0.302,500,-1.87,0.0621,0.05,-1.158,0.02861
869,"b03",2.1895,0.5749,500,3.81,2e-04,0.05,1.06,3.319
869,"b13",-0.3526,0.5088,500,-0.69,0.4886,0.05,-1.3523,0.647
869,"b23",-0.05904,0.2315,500,-0.26,0.7988,0.05,-0.5139,0.3958
869,"b33",0.04681,0.2424,500,0.19,0.847,0.05,-0.4295,0.5231
869,"b43",-1.0615,0.407,500,-2.61,0.0094,0.05,-1.8612,-0.2618
869,"b53",0.3299,0.2269,500,1.45,0.1465,0.05,-0.1158,0.7757
870,"b03",1.1246,0.5667,500,1.98,0.0477,0.05,0.01125,2.2379
870,"b13",-0.0061,0.1564,500,-0.04,0.9689,0.05,-0.3133,0.3011
870,"b23",-0.0451,0.1935,500,-0.23,0.8158,0.05,-0.4253,0.3351
870,"b33",0.01858,0.07488,500,0.25,0.8041,0.05,-0.1285,0.1657
870,"b43",-0.369,0.3114,500,-1.18,0.2367,0.05,-0.9808,0.2429
870,"b53",0.1274,0.186,500,0.68,0.4937,0.05,-0.238,0.4928
871,"b03",1.3852,0.5375,500,2.58,0.0102,0.05,0.3292,2.4412
871,"b13",-0.1584,0.2749,500,-0.58,0.5648,0.05,-0.6985,0.3817
871,"b23",-0.05429,0.09406,500,-0.58,0.5641,0.05,-0.2391,0.1305
871,"b33",0.3072,0.2791,500,1.1,0.2716,0.05,-0.2412,0.8557
871,"b43",-0.4823,0.2385,500,-2.02,0.0436,0.05,-0.9509,-0.01379
871,"b53",0.09291,0.09995,500,0.93,0.353,0.05,-0.1035,0.2893
872,"b03",2.6503,0.5486,500,4.83,"<.0001",0.05,1.5725,3.7281
872,"b13",-0.1612,0.3666,500,-0.44,"0.6603",0.05,-0.8814,0.559
872,"b23",0.1602,0.1739,500,0.92,"0.3573",0.05,-0.1814,0.5018
872,"b33",-0.01242,0.184,500,-0.07,"0.9462",0.05,-0.3739,0.3491
872,"b43",-1.2621,0.3168,500,-3.98,"<.0001",0.05,-1.8845,-0.6397
872,"b53",0.4223,0.1861,500,2.27,"0.0237",0.05,0.05669,0.788
873,"b03",1.6241,0.5195,500,3.13,0.0019,0.05,0.6034,2.6447
873,"b13",0.2883,0.2042,500,1.41,0.1585,0.05,-0.1128,0.6894
873,"b23",-0.09449,0.2904,500,-0.33,0.7451,0.05,-0.6651,0.4761
873,"b33",0.1509,0.1794,500,0.84,0.4005,0.05,-0.2015,0.5033
873,"b43",-0.6115,0.226,500,-2.71,0.0071,0.05,-1.0556,-0.1675
873,"b53",0.02211,0.1562,500,0.14,0.8875,0.05,-0.2847,0.3289
874,"b03",1.9646,0.4941,500,3.98,"<.0001",0.05,0.9939,2.9353
874,"b13",0.4646,0.4861,500,0.96,"0.3397",0.05,-0.4905,1.4196
874,"b23",-0.3138,0.2163,500,-1.45,"0.1474",0.05,-0.7387,0.1111
874,"b33",0.591,0.316,500,1.87,"0.0620",0.05,-0.02985,1.2118
874,"b43",-0.9557,0.2897,500,-3.3,"0.0010",0.05,-1.5248,-0.3865
874,"b53",-0.2156,0.2196,500,-0.98,"0.3268",0.05,-0.6471,0.2159
875,"b03",1.0234,0.4902,500,2.09,0.0373,0.05,0.06026,1.9865
875,"b13",0.495,0.4083,500,1.21,0.226,0.05,-0.3072,1.2972
875,"b23",-0.4947,0.2284,500,-2.17,0.0308,0.05,-0.9435,-0.04585
875,"b33",0.4556,0.2532,500,1.8,0.0726,0.05,-0.04193,0.9531
875,"b43",-0.1535,0.2119,500,-0.72,0.4692,0.05,-0.5699,0.2629
875,"b53",0.2267,0.1803,500,1.26,0.2091,0.05,-0.1275,0.581
876,"b03",0.6309,0.5675,500,1.11,0.2668,0.05,-0.4842,1.746
876,"b13",0.08834,0.1745,500,0.51,0.6128,0.05,-0.2544,0.4311
876,"b23",-0.06129,0.0815,500,-0.75,0.4524,0.05,-0.2214,0.09884
876,"b33",-0.00104,0.06313,500,-0.02,0.9868,0.05,-0.1251,0.123
876,"b43",-0.2969,0.2669,500,-1.11,0.2666,0.05,-0.8213,0.2276
876,"b53",0.07676,0.2098,500,0.37,0.7146,0.05,-0.3355,0.489
877,"b03",1.118,0.6656,500,1.68,0.0936,0.05,-0.1897,2.4257
877,"b13",-0.5489,0.5045,500,-1.09,0.2771,0.05,-1.54,0.4422
877,"b23",0.05437,0.2138,500,0.25,0.7993,0.05,-0.3657,0.4744
877,"b33",-0.1999,0.2324,500,-0.86,0.3902,0.05,-0.6566,0.2567
877,"b43",-0.8291,0.4087,500,-2.03,0.043,0.05,-1.632,-0.02616
877,"b53",-0.09729,0.2148,500,-0.45,0.6507,0.05,-0.5192,0.3246
878,"b03",1.8051,0.4771,500,3.78,2e-04,0.05,0.8677,2.7425
878,"b13",0.3225,0.1861,500,1.73,0.0837,0.05,-0.04313,0.6881
878,"b23",-0.1339,0.1715,500,-0.78,0.4353,0.05,-0.471,0.2031
878,"b33",-0.01687,0.1454,500,-0.12,0.9077,0.05,-0.3026,0.2688
878,"b43",-0.7454,0.2737,500,-2.72,0.0067,0.05,-1.2832,-0.2076
878,"b53",0.1311,0.1925,500,0.68,0.496,0.05,-0.247,0.5092
879,"b03",1.8773,0.5074,500,3.7,2e-04,0.05,0.8804,2.8741
879,"b13",-0.1816,0.2083,500,-0.87,0.3838,0.05,-0.5909,0.2277
879,"b23",0.05399,0.2003,500,0.27,0.7876,0.05,-0.3395,0.4474
879,"b33",0.0351,0.1296,500,0.27,0.7866,0.05,-0.2195,0.2897
879,"b43",-0.7157,0.3316,500,-2.16,0.0314,0.05,-1.3672,-0.06424
879,"b53",0.08235,0.145,500,0.57,0.5703,0.05,-0.2025,0.3672
880,"b03",1.4043,0.6455,500,2.18,0.0301,0.05,0.1361,2.6725
880,"b13",-0.2709,0.4676,500,-0.58,0.5625,0.05,-1.1897,0.6478
880,"b23",-0.1954,0.2112,500,-0.92,0.3555,0.05,-0.6104,0.2197
880,"b33",0.08159,0.1913,500,0.43,0.67,0.05,-0.2943,0.4575
880,"b43",-0.4401,0.2878,500,-1.53,0.1268,0.05,-1.0054,0.1253
880,"b53",0.6518,0.3343,500,1.95,0.0518,0.05,-0.00498,1.3086
881,"b03",1.7132,0.4029,500,4.25,"<.0001",0.05,0.9216,2.5047
881,"b13",0.3341,0.2444,500,1.37,"0.1722",0.05,-0.1461,0.8144
881,"b23",-0.01762,0.1198,500,-0.15,"0.8832",0.05,-0.2531,0.2178
881,"b33",-0.1483,0.1365,500,-1.09,"0.2778",0.05,-0.4166,0.1199
881,"b43",-1.0319,0.2844,500,-3.63,"0.0003",0.05,-1.5905,-0.4732
881,"b53",-0.09842,0.2052,500,-0.48,"0.6317",0.05,-0.5016,0.3047
882,"b03",1.5996,0.5197,500,3.08,0.0022,0.05,0.5785,2.6208
882,"b13",-0.03064,0.2892,500,-0.11,0.9157,0.05,-0.5987,0.5375
882,"b23",-0.02227,0.08687,500,-0.26,0.7978,0.05,-0.1929,0.1484
882,"b33",0.05865,0.09263,500,0.63,0.5269,0.05,-0.1233,0.2406
882,"b43",-0.5417,0.1975,500,-2.74,0.0063,0.05,-0.9298,-0.1535
882,"b53",0.312,0.2895,500,1.08,0.2818,0.05,-0.2569,0.8808
883,"b03",1.9687,0.6502,500,3.03,0.0026,0.05,0.6912,3.2462
883,"b13",-0.03681,0.4908,500,-0.08,0.9402,0.05,-1.001,0.9274
883,"b23",-0.2755,0.2327,500,-1.18,0.237,0.05,-0.7327,0.1817
883,"b33",0.3045,0.2722,500,1.12,0.2638,0.05,-0.2303,0.8393
883,"b43",-0.78,0.3229,500,-2.42,0.0161,0.05,-1.4145,-0.1455
883,"b53",0.6755,0.3462,500,1.95,0.0516,0.05,-0.0047,1.3557
884,"b03",2.1557,0.5683,500,3.79,"0.0002",0.05,1.0392,3.2723
884,"b13",-0.017,0.4039,500,-0.04,"0.9664",0.05,-0.8105,0.7765
884,"b23",-0.1069,0.1635,500,-0.65,"0.5136",0.05,-0.4281,0.2144
884,"b33",0.2079,0.1928,500,1.08,"0.2814",0.05,-0.1709,0.5866
884,"b43",-0.8538,0.2098,500,-4.07,"<.0001",0.05,-1.2661,-0.4415
884,"b53",0.1345,0.132,500,1.02,"0.3086",0.05,-0.1248,0.3938
885,"b03",1.7907,0.6899,500,2.6,0.0097,0.05,0.4352,3.1462
885,"b13",-0.6006,0.6574,500,-0.91,0.3614,0.05,-1.8921,0.691
885,"b23",-0.03411,0.1593,500,-0.21,0.8306,0.05,-0.3472,0.279
885,"b33",0.000513,0.199,500,0,0.9979,0.05,-0.3904,0.3915
885,"b43",-0.3596,0.2234,500,-1.61,0.108,0.05,-0.7985,0.07925
885,"b53",0.2125,0.1457,500,1.46,0.1455,0.05,-0.07385,0.4988
886,"b03",1.5701,0.5111,500,3.07,0.0022,0.05,0.5658,2.5744
886,"b13",-0.03969,0.411,500,-0.1,0.9231,0.05,-0.8472,0.7678
886,"b23",0.004105,0.1951,500,0.02,0.9832,0.05,-0.3792,0.3874
886,"b33",0.1044,0.1534,500,0.68,0.4965,0.05,-0.197,0.4058
886,"b43",-0.5244,0.2416,500,-2.17,0.0305,0.05,-0.9991,-0.04963
886,"b53",0.1401,0.09657,500,1.45,0.1475,0.05,-0.04964,0.3298
887,"b03",1.9189,0.5984,500,3.21,0.0014,0.05,0.7432,3.0945
887,"b13",0.291,0.6044,500,0.48,0.6303,0.05,-0.8963,1.4784
887,"b23",-0.7475,0.3441,500,-2.17,0.0303,0.05,-1.4235,-0.07148
887,"b33",0.1725,0.3198,500,0.54,0.5899,0.05,-0.4558,0.8008
887,"b43",-1.0713,0.41,500,-2.61,0.0093,0.05,-1.8769,-0.2657
887,"b53",0.08959,0.3272,500,0.27,0.7844,0.05,-0.5533,0.7325
888,"b03",3.3496,0.5344,500,6.27,"<.0001",0.05,2.2997,4.3994
888,"b13",0.4577,0.3612,500,1.27,"0.2057",0.05,-0.252,1.1674
888,"b23",-0.2005,0.2031,500,-0.99,"0.3240",0.05,-0.5996,0.1985
888,"b33",-0.08764,0.1763,500,-0.5,"0.6193",0.05,-0.434,0.2587
888,"b43",-1.7317,0.4574,500,-3.79,"0.0002",0.05,-2.6304,-0.833
888,"b53",0.1773,0.2012,500,0.88,"0.3788",0.05,-0.2181,0.5726
889,"b03",1.7984,0.5054,500,3.56,4e-04,0.05,0.8055,2.7914
889,"b13",0.4785,0.3573,500,1.34,0.1811,0.05,-0.2235,1.1806
889,"b23",0.07015,0.1613,500,0.43,0.6638,0.05,-0.2467,0.387
889,"b33",0.02993,0.139,500,0.22,0.8296,0.05,-0.2432,0.3031
889,"b43",-1.1128,0.3159,500,-3.52,5e-04,0.05,-1.7334,-0.4922
889,"b53",0.04668,0.1643,500,0.28,0.7764,0.05,-0.2761,0.3695
890,"b03",1.239,0.442,500,2.8,0.0053,0.05,0.3706,2.1074
890,"b13",0.4378,0.3098,500,1.41,0.1582,0.05,-0.1708,1.0464
890,"b23",0.005969,0.2562,500,0.02,0.9814,0.05,-0.4974,0.5093
890,"b33",0.1297,0.08048,500,1.61,0.1077,0.05,-0.02842,0.2878
890,"b43",-0.6575,0.3501,500,-1.88,0.061,0.05,-1.3454,0.03035
890,"b53",0.07287,0.2051,500,0.36,0.7225,0.05,-0.33,0.4758
891,"b03",1.6768,0.4769,500,3.52,5e-04,0.05,0.7399,2.6136
891,"b13",0.6639,0.3964,500,1.67,0.0946,0.05,-0.1149,1.4428
891,"b23",-0.02268,0.1483,500,-0.15,0.8785,0.05,-0.314,0.2687
891,"b33",-0.162,0.1773,500,-0.91,0.3614,0.05,-0.5104,0.1864
891,"b43",-1.3459,0.4312,500,-3.12,0.0019,0.05,-2.1932,-0.4986
891,"b53",0.1051,0.152,500,0.69,0.4896,0.05,-0.1935,0.4036
892,"b03",1.5402,0.6802,500,2.26,0.024,0.05,0.2037,2.8767
892,"b13",-0.0537,0.3416,500,-0.16,0.8751,0.05,-0.7248,0.6174
892,"b23",-0.4194,0.3628,500,-1.16,0.2482,0.05,-1.1321,0.2933
892,"b33",0.01257,0.1506,500,0.08,0.9335,0.05,-0.2833,0.3084
892,"b43",-0.6335,0.3153,500,-2.01,0.0451,0.05,-1.2531,-0.01395
892,"b53",0.1823,0.1608,500,1.13,0.2575,0.05,-0.1336,0.4981
893,"b03",1.2109,0.505,500,2.4,0.0169,0.05,0.2186,2.2031
893,"b13",0.244,0.2438,500,1,0.3174,0.05,-0.2351,0.7231
893,"b23",-0.05643,0.07075,500,-0.8,0.4255,0.05,-0.1954,0.08258
893,"b33",0.1575,0.1137,500,1.38,0.1667,0.05,-0.06595,0.3809
893,"b43",-0.57,0.255,500,-2.24,0.0258,0.05,-1.071,-0.06896
893,"b53",0.05036,0.2456,500,0.21,0.8376,0.05,-0.4321,0.5329
894,"b03",1.0645,0.5323,500,2,0.0461,0.05,0.01866,2.1104
894,"b13",0.07423,0.3353,500,0.22,0.8249,0.05,-0.5845,0.7329
894,"b23",-0.01666,0.1679,500,-0.1,0.921,0.05,-0.3466,0.3133
894,"b33",0.2959,0.2037,500,1.45,0.147,0.05,-0.1044,0.6961
894,"b43",-0.8414,0.3695,500,-2.28,0.0232,0.05,-1.5674,-0.1155
894,"b53",0.2032,0.1893,500,1.07,0.2835,0.05,-0.1687,0.5751
895,"b03",1.8673,0.4859,500,3.84,1e-04,0.05,0.9126,2.822
895,"b13",0.2518,0.2228,500,1.13,0.2589,0.05,-0.1859,0.6896
895,"b23",0.04464,0.2033,500,0.22,0.8263,0.05,-0.3548,0.4441
895,"b33",0.04799,0.1171,500,0.41,0.6822,0.05,-0.1821,0.2781
895,"b43",-0.7696,0.2577,500,-2.99,0.003,0.05,-1.2759,-0.2632
895,"b53",0.004999,0.2021,500,0.02,0.9803,0.05,-0.392,0.402
896,"b03",1.7938,0.4626,500,3.88,1e-04,0.05,0.8848,2.7027
896,"b13",0.3938,0.3235,500,1.22,0.2242,0.05,-0.2419,1.0294
896,"b23",0.0128,0.197,500,0.06,0.9482,0.05,-0.3742,0.3998
896,"b33",0.1956,0.1531,500,1.28,0.2019,0.05,-0.1052,0.4964
896,"b43",-0.6337,0.2486,500,-2.55,0.0111,0.05,-1.1222,-0.1452
