"loop","Parameter","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper","Gradient"
376,"b42",1.114,0.1669,500,6.68,"<.0001",0.05,0.7862,1.4418,0.000579
376,"b51",-0.6886,0.1816,500,-3.79,"0.0002",0.05,-1.0453,-0.3318,-6e-05
376,"b52",-0.3926,0.1439,500,-2.73,"0.0066",0.05,-0.6753,-0.1099,-5e-05
376,"phi1",-0.09326,0.4164,500,-0.22,"0.8229",0.05,-0.9114,0.7249,0.000232
376,"phi2",-0.6398,0.6904,500,-0.93,"0.3545",0.05,-1.9963,0.7166,2.9e-05
377,"b01",-1.9595,0.2871,500,-6.82,"<.0001",0.05,-2.5237,-1.3954,0.00047
377,"b02",-0.9591,0.2128,500,-4.51,"<.0001",0.05,-1.3772,-0.541,-0.00028
377,"b11",-0.3098,0.3276,500,-0.95,"0.3447",0.05,-0.9534,0.3338,0.00032
377,"b12",-0.6385,0.2569,500,-2.49,"0.0132",0.05,-1.1432,-0.1339,-9e-05
377,"b21",0.0655,0.1698,500,0.39,"0.6999",0.05,-0.2681,0.3991,0.000921
377,"b22",0.1112,0.1302,500,0.85,"0.3934",0.05,-0.1446,0.3671,0.000463
377,"b31",-0.3053,0.1606,500,-1.9,"0.0579",0.05,-0.6209,0.01022,9.4e-05
377,"b32",-0.07051,0.1292,500,-0.55,"0.5856",0.05,-0.3244,0.1834,8.8e-05
377,"b41",0.8552,0.1861,500,4.59,"<.0001",0.05,0.4895,1.2209,-0.00028
377,"b42",1.0611,0.1535,500,6.91,"<.0001",0.05,0.7596,1.3626,-0.00015
377,"b51",-0.459,0.1746,500,-2.63,"0.0088",0.05,-0.802,-0.1159,-0.00076
377,"b52",-0.1465,0.136,500,-1.08,"0.2820",0.05,-0.4138,0.1208,-0.00049
377,"phi1",-0.3117,0.3747,500,-0.83,"0.4058",0.05,-1.0478,0.4244,0.000155
377,"phi2",-0.5378,0.6312,500,-0.85,"0.3946",0.05,-1.778,0.7024,0.000207
378,"b01",-2.189,0.2643,500,-8.28,"<.0001",0.05,-2.7083,-1.6697,-0.00059
378,"b02",-1.3861,0.2249,500,-6.16,"<.0001",0.05,-1.828,-0.9441,0.000661
378,"b11",0.238,0.2752,500,0.87,"0.3874",0.05,-0.3026,0.7787,8e-05
378,"b12",-0.4585,0.2753,500,-1.67,"0.0964",0.05,-0.9994,0.08232,0.000573
378,"b21",0.1693,0.1274,500,1.33,"0.1846",0.05,-0.08104,0.4196,7.6e-05
378,"b22",0.1128,0.1304,500,0.87,"0.3874",0.05,-0.1434,0.369,8.8e-05
378,"b31",-0.06883,0.1329,500,-0.52,"0.6047",0.05,-0.3299,0.1922,0.000355
378,"b32",-0.2472,0.1382,500,-1.79,"0.0743",0.05,-0.5186,0.02431,-0.00041
378,"b41",0.7884,0.153,500,5.15,"<.0001",0.05,0.4878,1.089,-0.00028
378,"b42",1.092,0.1609,500,6.79,"<.0001",0.05,0.776,1.4081,0.000518
378,"b51",-0.4844,0.1678,500,-2.89,"0.0041",0.05,-0.8141,-0.1547,0.000218
378,"b52",-0.1662,0.1423,500,-1.17,"0.2435",0.05,-0.4459,0.1135,-6e-05
378,"phi1",-1.5839,0.8039,500,-1.97,"0.0494",0.05,-3.1634,-0.00437,-2.58e-06
378,"phi2",0.7389,0.3318,500,2.23,"0.0264",0.05,0.08703,1.3907,-3e-04
379,"b01",-2.5813,0.3551,500,-7.27,"<.0001",0.05,-3.279,-1.8836,-0.00041
379,"b02",-1.3656,0.239,500,-5.71,"<.0001",0.05,-1.8352,-0.8959,0.002354
379,"b11",-0.01244,0.3889,500,-0.03,"0.9745",0.05,-0.7765,0.7516,0.000206
379,"b12",-0.5473,0.3074,500,-1.78,"0.0757",0.05,-1.1514,0.05674,-0.00194
379,"b21",0.3951,0.1935,500,2.04,"0.0417",0.05,0.01482,0.7753,-0.00137
379,"b22",-0.1272,0.1511,500,-0.84,"0.4002",0.05,-0.424,0.1696,-0.00068
379,"b31",-0.326,0.1855,500,-1.76,"0.0794",0.05,-0.6904,0.03839,-0.00137
379,"b32",-0.09789,0.1402,500,-0.7,"0.4853",0.05,-0.3733,0.1775,0.000217
379,"b41",1.2934,0.2089,500,6.19,"<.0001",0.05,0.883,1.7038,0.000731
379,"b42",1.0925,0.1598,500,6.84,"<.0001",0.05,0.7786,1.4065,-0.00098
379,"b51",-0.3561,0.1844,500,-1.93,"0.0540",0.05,-0.7183,0.006081,0.000448
379,"b52",-0.04263,0.1332,500,-0.32,"0.7491",0.05,-0.3044,0.2191,0.001276
379,"phi1",-0.08206,0.4819,500,-0.17,"0.8649",0.05,-1.0289,0.8647,-1e-04
379,"phi2",-0.5667,0.8018,500,-0.71,"0.4801",0.05,-2.142,1.0087,-0.00075
380,"b01",-1.8559,0.2412,500,-7.7,"<.0001",0.05,-2.3297,-1.3821,-1e-05
380,"b02",-1.1353,0.2113,500,-5.37,"<.0001",0.05,-1.5506,-0.7201,0.000139
380,"b11",-0.3777,0.2499,500,-1.51,"0.1313",0.05,-0.8687,0.1133,0.000132
380,"b12",-0.2572,0.2536,500,-1.01,"0.3111",0.05,-0.7554,0.2411,0.000194
380,"b21",0.08002,0.1423,500,0.56,"0.5743",0.05,-0.1997,0.3597,-0.00034
380,"b22",-0.08678,0.138,500,-0.63,"0.5298",0.05,-0.3579,0.1844,-6e-05
380,"b31",-0.1152,0.1263,500,-0.91,"0.3622",0.05,-0.3633,0.133,8.7e-05
380,"b32",-0.1942,0.121,500,-1.61,"0.1089",0.05,-0.4319,0.0434,4.2e-05
380,"b41",0.9138,0.1636,500,5.58,"<.0001",0.05,0.5923,1.2353,0.000115
380,"b42",0.7195,0.1304,500,5.52,"<.0001",0.05,0.4633,0.9757,-0.00013
380,"b51",-0.6259,0.1437,500,-4.36,"<.0001",0.05,-0.9082,-0.3435,-0.00031
380,"b52",-0.1485,0.1238,500,-1.2,"0.2309",0.05,-0.3916,0.09473,0.000193
380,"phi1",-2.1022,0.6184,500,-3.4,"0.0007",0.05,-3.3172,-0.8873,-2e-05
380,"phi2",0.4896,0.2313,500,2.12,"0.0348",0.05,0.0351,0.9441,0.000116
381,"b01",-2.1679,0.297,500,-7.3,"<.0001",0.05,-2.7514,-1.5844,-0.00086
381,"b02",-1.4274,0.2266,500,-6.3,"<.0001",0.05,-1.8726,-0.9822,-0.00019
381,"b11",0.03958,0.3282,500,0.12,"0.9040",0.05,-0.6052,0.6844,-0.00057
381,"b12",-0.6222,0.2528,500,-2.46,"0.0142",0.05,-1.119,-0.1254,-5e-05
381,"b21",0.3964,0.1644,500,2.41,"0.0163",0.05,0.07338,0.7194,0.000589
381,"b22",0.2975,0.1227,500,2.42,"0.0157",0.05,0.05634,0.5386,0.000525
381,"b31",-0.2323,0.1611,500,-1.44,"0.1499",0.05,-0.5488,0.08417,-0.00185
381,"b32",-0.01517,0.1244,500,-0.12,"0.9030",0.05,-0.2596,0.2293,0.000278
381,"b41",0.8193,0.159,500,5.15,"<.0001",0.05,0.507,1.1316,-0.00124
381,"b42",1.2222,0.159,500,7.69,"<.0001",0.05,0.9099,1.5345,0.000394
381,"b51",-0.4497,0.158,500,-2.85,"0.0046",0.05,-0.7601,-0.1394,-0.00069
381,"b52",-0.3231,0.1315,500,-2.46,"0.0144",0.05,-0.5816,-0.0647,0.001732
381,"phi1",0.3879,0.1864,500,2.08,"0.0379",0.05,0.02171,0.754,-0.00014
381,"phi2",-1.5816,0.4428,500,-3.57,"0.0004",0.05,-2.4516,-0.7116,-5e-05
382,"b01",-2.4553,0.3341,500,-7.35,"<.0001",0.05,-3.1117,-1.7989,9.6e-05
382,"b02",-1.5585,0.2399,500,-6.5,"<.0001",0.05,-2.0298,-1.0873,0.000181
382,"b11",0.2689,0.3558,500,0.76,"0.4502",0.05,-0.4302,0.9679,7.9e-05
382,"b12",-0.6181,0.2877,500,-2.15,"0.0322",0.05,-1.1835,-0.05283,0.000122
382,"b21",0.3629,0.1778,500,2.04,"0.0417",0.05,0.01361,0.7123,-3e-05
382,"b22",-0.05978,0.1477,500,-0.4,"0.6859",0.05,-0.35,0.2305,0.000171
382,"b31",-0.1925,0.1694,500,-1.14,"0.2563",0.05,-0.5254,0.1403,5.8e-05
382,"b32",0.02891,0.1422,500,0.2,"0.8390",0.05,-0.2505,0.3083,-0.00015
382,"b41",1.0799,0.1939,500,5.57,"<.0001",0.05,0.6989,1.4608,-0.00011
382,"b42",1.0794,0.184,500,5.87,"<.0001",0.05,0.7179,1.4408,6.9e-05
382,"b51",-0.2343,0.1733,500,-1.35,"0.1768",0.05,-0.5747,0.1061,2.1e-05
382,"b52",-0.08829,0.1526,500,-0.58,"0.5632",0.05,-0.3882,0.2116,-3e-05
382,"phi1",0.2103,0.368,500,0.57,"0.5679",0.05,-0.5127,0.9333,0.00014
382,"phi2",-0.9685,0.6238,500,-1.55,"0.1211",0.05,-2.194,0.257,6.8e-05
383,"b01",-2.3775,0.3159,500,-7.53,"<.0001",0.05,-2.9983,-1.7568,0.000248
383,"b02",-1.4693,0.2248,500,-6.54,"<.0001",0.05,-1.911,-1.0276,0.000494
383,"b11",-0.0207,0.3411,500,-0.06,"0.9516",0.05,-0.6908,0.6494,0.000264
383,"b12",0.09122,0.262,500,0.35,"0.7279",0.05,-0.4236,0.606,0.000148
383,"b21",0.1989,0.169,500,1.18,"0.2399",0.05,-0.1332,0.531,4.6e-05
383,"b22",0.09502,0.1279,500,0.74,"0.4579",0.05,-0.1563,0.3463,-6e-05
383,"b31",0.06677,0.1662,500,0.4,"0.6881",0.05,-0.2599,0.3934,6.543e-06
383,"b32",0.07749,0.1264,500,0.61,"0.5400",0.05,-0.1708,0.3258,9.6e-05
383,"b41",1.213,0.185,500,6.56,"<.0001",0.05,0.8496,1.5764,-0.00016
383,"b42",0.9585,0.1398,500,6.86,"<.0001",0.05,0.6838,1.2332,0.00055
383,"b51",-0.3525,0.1645,500,-2.14,"0.0326",0.05,-0.6756,-0.02933,-0.00026
383,"b52",-0.04028,0.1242,500,-0.32,"0.7458",0.05,-0.2843,0.2037,-3.1e-06
383,"phi1",-0.3494,0.5792,500,-0.6,"0.5467",0.05,-1.4874,0.7887,0.000635
383,"phi2",-0.6032,1.0012,500,-0.6,"0.5471",0.05,-2.5703,1.3638,0.00018
384,"b01",-2.5629,0.3755,500,-6.83,"<.0001",0.05,-3.3006,-1.8252,7.4e-05
384,"b02",-1.2529,0.243,500,-5.16,"<.0001",0.05,-1.7303,-0.7755,-0.00025
384,"b11",0.2991,0.4029,500,0.74,"0.4581",0.05,-0.4924,1.0907,-2e-04
384,"b12",-0.6517,0.2952,500,-2.21,"0.0277",0.05,-1.2317,-0.07171,-0.00016
384,"b21",0.1681,0.168,500,1,"0.3176",0.05,-0.162,0.4982,-0.00027
384,"b22",0.01355,0.1366,500,0.1,"0.9210",0.05,-0.2548,0.282,-0.00023
384,"b31",-0.3754,0.1845,500,-2.03,"0.0425",0.05,-0.7379,-0.01278,-0.00036
384,"b32",-0.212,0.1535,500,-1.38,"0.1680",0.05,-0.5136,0.08967,-0.00038
384,"b41",1.1399,0.2008,500,5.68,"<.0001",0.05,0.7454,1.5343,1.1e-05
384,"b42",1.0875,0.1715,500,6.34,"<.0001",0.05,0.7505,1.4244,0.00024
384,"b51",-0.5378,0.1848,500,-2.91,"0.0038",0.05,-0.9009,-0.1747,0.000282
384,"b52",-0.09277,0.1454,500,-0.64,"0.5239",0.05,-0.3785,0.193,0.000252
384,"phi1",-0.1762,0.6111,500,-0.29,"0.7732",0.05,-1.3768,1.0244,0.000139
384,"phi2",-0.4112,0.8778,500,-0.47,"0.6397",0.05,-2.1358,1.3135,0.00018
385,"b01",-2.2201,0.324,500,-6.85,"<.0001",0.05,-2.8566,-1.5836,-0.00055
385,"b02",-1.6488,0.2855,500,-5.77,"<.0001",0.05,-2.2098,-1.0878,0.000118
385,"b11",-0.02307,0.3319,500,-0.07,"0.9446",0.05,-0.6751,0.629,0.000565
385,"b12",-0.2568,0.312,500,-0.82,"0.4107",0.05,-0.8697,0.3561,-0.001
385,"b21",0.2221,0.153,500,1.45,"0.1472",0.05,-0.07849,0.5226,-0.0012
385,"b22",0.08833,0.1518,500,0.58,"0.5609",0.05,-0.2099,0.3865,0.001172
385,"b31",-0.09666,0.1483,500,-0.65,"0.5149",0.05,-0.3881,0.1947,-0.00135
385,"b32",-0.1366,0.1453,500,-0.94,"0.3478",0.05,-0.422,0.1489,0.00164
385,"b41",1.1079,0.1859,500,5.96,"<.0001",0.05,0.7426,1.4732,0.000293
385,"b42",1.2054,0.1727,500,6.98,"<.0001",0.05,0.8662,1.5447,0.001083
385,"b51",-0.6815,0.1729,500,-3.94,"<.0001",0.05,-1.0211,-0.3418,-0.00029
385,"b52",-0.1975,0.1546,500,-1.28,"0.2019",0.05,-0.5012,0.1062,0.00034
385,"phi1",-1.0399,0.672,500,-1.55,"0.1224",0.05,-2.3602,0.2804,-0.00166
385,"phi2",0.5004,0.4133,500,1.21,"0.2266",0.05,-0.3116,1.3125,-0.00157
386,"b01",-2.4292,0.3294,500,-7.37,"<.0001",0.05,-3.0765,-1.782,0.00012
386,"b02",-1.7585,0.2349,500,-7.49,"<.0001",0.05,-2.2199,-1.2971,0.000336
386,"b11",-0.02976,0.354,500,-0.08,"0.9330",0.05,-0.7253,0.6658,6.5e-05
386,"b12",0.1303,0.2436,500,0.53,"0.5929",0.05,-0.3483,0.609,5.9e-05
386,"b21",0.09281,0.163,500,0.57,"0.5694",0.05,-0.2275,0.4131,0.000232
386,"b22",-0.2193,0.1076,500,-2.04,"0.0421",0.05,-0.4308,-0.00789,-0.00018
386,"b31",-0.04236,0.1568,500,-0.27,"0.7872",0.05,-0.3505,0.2658,-0.00037
386,"b32",-0.00066,0.1095,500,-0.01,"0.9952",0.05,-0.2157,0.2144,-0.00048
386,"b41",0.9213,0.1853,500,4.97,"<.0001",0.05,0.5572,1.2853,-5e-04
386,"b42",1.0896,0.1495,500,7.29,"<.0001",0.05,0.7958,1.3834,0.000237
386,"b51",-0.696,0.1833,500,-3.8,"0.0002",0.05,-1.0563,-0.3358,-0.00061
386,"b52",-0.1155,0.1172,500,-0.99,"0.3250",0.05,-0.3458,0.1148,-0.00018
386,"phi1",0.3751,0.168,500,2.23,"0.0260",0.05,0.045,0.7051,5.1e-05
386,"phi2",-1.9328,0.5156,500,-3.75,"0.0002",0.05,-2.9458,-0.9198,-6e-05
387,"b01",-1.925,0.2823,500,-6.82,"<.0001",0.05,-2.4796,-1.3703,1.9e-05
387,"b02",-1.7804,0.2477,500,-7.19,"<.0001",0.05,-2.267,-1.2937,2.7e-05
387,"b11",-0.4637,0.3149,500,-1.47,"0.1415",0.05,-1.0824,0.1549,1.4e-05
387,"b12",0.1743,0.2629,500,0.66,"0.5076",0.05,-0.3423,0.691,2e-05
387,"b21",0.4596,0.16,500,2.87,"0.0042",0.05,0.1453,0.7739,6.4e-05
387,"b22",0.2625,0.1254,500,2.09,"0.0368",0.05,0.01615,0.5089,9.8e-05
387,"b31",0.1249,0.1507,500,0.83,"0.4077",0.05,-0.1712,0.421,-4.12e-06
387,"b32",-0.3011,0.1218,500,-2.47,"0.0138",0.05,-0.5404,-0.06172,-8.45e-06
387,"b41",1.1024,0.1824,500,6.05,"<.0001",0.05,0.7442,1.4607,-5e-05
387,"b42",1.1725,0.1611,500,7.28,"<.0001",0.05,0.8559,1.4891,-3e-05
387,"b51",-0.2726,0.1503,500,-1.81,"0.0703",0.05,-0.5679,0.02265,-1e-05
387,"b52",-0.06166,0.1261,500,-0.49,"0.6251",0.05,-0.3094,0.1861,1.5e-05
387,"phi1",0.1574,0.2209,500,0.71,"0.4763",0.05,-0.2766,0.5914,-3e-05
387,"phi2",-1.0527,0.4938,500,-2.13,"0.0335",0.05,-2.0228,-0.08257,-4.96e-06
388,"b01",-2.1561,0.2942,500,-7.33,"<.0001",0.05,-2.7342,-1.578,-0.00026
388,"b02",-1.6224,0.2219,500,-7.31,"<.0001",0.05,-2.0584,-1.1864,0.000468
388,"b11",-0.2663,0.3392,500,-0.78,"0.4329",0.05,-0.9328,0.4002,4.389e-06
388,"b12",-0.08077,0.2436,500,-0.33,"0.7403",0.05,-0.5593,0.3977,0.000407
388,"b21",0.2599,0.1746,500,1.49,"0.1372",0.05,-0.08313,0.603,0.000327
388,"b22",0.1429,0.1238,500,1.15,"0.2487",0.05,-0.1002,0.3861,0.000187
388,"b31",-0.04004,0.1553,500,-0.26,"0.7967",0.05,-0.3452,0.2652,0.000342
388,"b32",-0.182,0.1091,500,-1.67,"0.0960",0.05,-0.3964,0.03244,0.000525
388,"b41",1.2558,0.1939,500,6.48,"<.0001",0.05,0.8748,1.6368,0.000129
388,"b42",1.0745,0.1497,500,7.18,"<.0001",0.05,0.7804,1.3687,-0.00123
388,"b51",-0.4483,0.1594,500,-2.81,"0.0051",0.05,-0.7614,-0.1351,-0.00029
388,"b52",-0.08163,0.1118,500,-0.73,"0.4656",0.05,-0.3012,0.138,-0.00083
388,"phi1",-0.01748,0.2019,500,-0.09,"0.9310",0.05,-0.4141,0.3791,0.000473
388,"phi2",-1.6765,0.5604,500,-2.99,"0.0029",0.05,-2.7774,-0.5755,0.000375
389,"b01",-1.8807,0.2817,500,-6.68,"<.0001",0.05,-2.4341,-1.3273,0.000106
389,"b02",-1.7257,0.2771,500,-6.23,"<.0001",0.05,-2.2701,-1.1813,0.000109
389,"b11",-0.298,0.3121,500,-0.95,"0.3402",0.05,-0.9111,0.3152,0.000176
389,"b12",-0.1914,0.3044,500,-0.63,"0.5298",0.05,-0.7894,0.4066,0.000117
389,"b21",0.3573,0.1709,500,2.09,"0.0371",0.05,0.02149,0.693,0.000497
389,"b22",-0.0095,0.1601,500,-0.06,"0.9527",0.05,-0.3241,0.3051,0.000138
389,"b31",-0.229,0.1622,500,-1.41,"0.1587",0.05,-0.5477,0.08975,5e-05
389,"b32",-0.3898,0.1588,500,-2.45,"0.0144",0.05,-0.7019,-0.07779,0.000225
389,"b41",0.9159,0.1579,500,5.8,"<.0001",0.05,0.6057,1.2261,0.000418
389,"b42",1.1062,0.1598,500,6.92,"<.0001",0.05,0.7922,1.4201,-6e-04
389,"b51",-0.2165,0.1666,500,-1.3,"0.1943",0.05,-0.5437,0.1108,2.065e-06
389,"b52",-0.123,0.1594,500,-0.77,"0.4406",0.05,-0.4362,0.1901,-0.00015
389,"phi1",-1.2218,1.0656,500,-1.15,"0.2521",0.05,-3.3153,0.8718,0.000322
389,"phi2",0.414,0.5936,500,0.7,"0.4859",0.05,-0.7524,1.5803,0.000786
390,"b01",-2.6535,0.3307,500,-8.02,"<.0001",0.05,-3.3032,-2.0038,0.000603
390,"b02",-1.9857,0.2907,500,-6.83,"<.0001",0.05,-2.5569,-1.4146,-7e-05
390,"b11",0.1058,0.2971,500,0.36,"0.7218",0.05,-0.4778,0.6895,0.001167
390,"b12",0.2442,0.2987,500,0.82,"0.4141",0.05,-0.3427,0.8311,-0.00039
390,"b21",0.3739,0.1384,500,2.7,"0.0071",0.05,0.102,0.6459,-0.00047
390,"b22",-0.03331,0.1262,500,-0.26,"0.7919",0.05,-0.2813,0.2146,0.000619
390,"b31",-0.2364,0.1229,500,-1.92,"0.0549",0.05,-0.4778,0.004996,0.000849
390,"b32",0.008536,0.1259,500,0.07,"0.9460",0.05,-0.2389,0.256,-0.00043
390,"b41",1.0579,0.185,500,5.72,"<.0001",0.05,0.6943,1.4214,0.000623
390,"b42",1.2453,0.1563,500,7.97,"<.0001",0.05,0.9382,1.5524,0.000168
390,"b51",-0.3417,0.1429,500,-2.39,"0.0171",0.05,-0.6225,-0.06102,-0.00176
390,"b52",-0.1983,0.1328,500,-1.49,"0.1361",0.05,-0.4592,0.06268,0.000512
390,"phi1",-2.1098,0.7396,500,-2.85,"0.0045",0.05,-3.5629,-0.6566,6.3e-05
390,"phi2",1.1104,0.2593,500,4.28,"<.0001",0.05,0.601,1.6198,0.000552
391,"b01",-2.0049,0.269,500,-7.45,"<.0001",0.05,-2.5333,-1.4765,1.6e-05
391,"b02",-2.0148,0.2731,500,-7.38,"<.0001",0.05,-2.5513,-1.4783,0.000545
391,"b11",-0.2905,0.2742,500,-1.06,"0.2899",0.05,-0.8292,0.2482,0.00015
391,"b12",0.5597,0.3044,500,1.84,"0.0665",0.05,-0.03829,1.1578,0.000305
391,"b21",0.1897,0.1349,500,1.41,"0.1604",0.05,-0.07539,0.4547,0.001276
391,"b22",-0.1959,0.143,500,-1.37,"0.1714",0.05,-0.477,0.08514,-0.00067
391,"b31",-0.1949,0.1333,500,-1.46,"0.1442",0.05,-0.4568,0.06693,0.000342
391,"b32",-0.2074,0.1445,500,-1.44,"0.1517",0.05,-0.4912,0.07644,-6e-05
391,"b41",1.1698,0.1742,500,6.72,"<.0001",0.05,0.8276,1.512,-0.00019
391,"b42",1.2166,0.1584,500,7.68,"<.0001",0.05,0.9055,1.5278,0.00077
391,"b51",-0.2169,0.1356,500,-1.6,"0.1104",0.05,-0.4834,0.04957,8.5e-05
391,"b52",-0.09933,0.1386,500,-0.72,"0.4739",0.05,-0.3716,0.173,7.6e-05
391,"phi1",-1.7652,0.615,500,-2.87,"0.0043",0.05,-2.9735,-0.5569,0.000168
391,"phi2",0.6949,0.2531,500,2.75,"0.0063",0.05,0.1977,1.1922,0.000868
392,"b01",-2.4139,0.3337,500,-7.23,"<.0001",0.05,-3.0695,-1.7583,0.000526
392,"b02",-1.46,0.2322,500,-6.29,"<.0001",0.05,-1.9162,-1.0039,9.2e-05
392,"b11",0.1141,0.3509,500,0.33,"0.7452",0.05,-0.5753,0.8035,0.000352
392,"b12",-0.3919,0.2654,500,-1.48,"0.1404",0.05,-0.9133,0.1296,0.000115
392,"b21",0.1924,0.1695,500,1.14,"0.2567",0.05,-0.1405,0.5254,-0.00038
392,"b22",0.08983,0.13,500,0.69,"0.4900",0.05,-0.1657,0.3453,-0.00147
392,"b31",-0.2567,0.1707,500,-1.5,"0.1333",0.05,-0.5921,0.07874,0.000334
392,"b32",-0.04116,0.135,500,-0.3,"0.7607",0.05,-0.3065,0.2242,-0.00072
392,"b41",1.0552,0.1958,500,5.39,"<.0001",0.05,0.6705,1.4398,0.000835
392,"b42",1.0311,0.1579,500,6.53,"<.0001",0.05,0.7209,1.3414,-0.00159
392,"b51",-0.3685,0.1676,500,-2.2,"0.0284",0.05,-0.6978,-0.03919,0.000478
392,"b52",-0.2522,0.1327,500,-1.9,"0.0579",0.05,-0.5129,0.008485,-0.00101
392,"phi1",0.006784,0.3267,500,0.02,"0.9834",0.05,-0.6351,0.6487,0.000767
392,"phi2",-0.9633,0.6102,500,-1.58,"0.1150",0.05,-2.1622,0.2356,0.000258
393,"b01",-2.1383,0.3393,500,-6.3,"<.0001",0.05,-2.805,-1.4716,-1e-05
393,"b02",-1.22,0.2504,500,-4.87,"<.0001",0.05,-1.712,-0.7281,1e-05
393,"b11",-0.3582,0.3755,500,-0.95,"0.3406",0.05,-1.0961,0.3796,-4e-05
393,"b12",-0.7861,0.3042,500,-2.58,"0.0101",0.05,-1.3838,-0.1883,5e-05
393,"b21",0.277,0.174,500,1.59,"0.1121",0.05,-0.06491,0.6189,-0.00016
393,"b22",0.006923,0.1377,500,0.05,"0.9599",0.05,-0.2636,0.2775,-1e-05
393,"b31",0.06712,0.1786,500,0.38,"0.7072",0.05,-0.2838,0.4181,0.000109
393,"b32",-0.2967,0.1597,500,-1.86,"0.0639",0.05,-0.6105,0.01719,5.2e-05
393,"b41",1.3107,0.2036,500,6.44,"<.0001",0.05,0.9107,1.7107,-8e-05
393,"b42",1.1885,0.1731,500,6.87,"<.0001",0.05,0.8484,1.5286,7.208e-06
393,"b51",-0.4879,0.2,500,-2.44,"0.0151",0.05,-0.8809,-0.09492,-0.00014
393,"b52",-0.5111,0.1694,500,-3.02,"0.0027",0.05,-0.844,-0.1782,-2.6e-06
393,"phi1",-0.3129,0.7174,500,-0.44,"0.6629",0.05,-1.7225,1.0966,-0.00011
393,"phi2",-0.1733,0.8966,500,-0.19,"0.8468",0.05,-1.9348,1.5882,-1e-04
394,"b01",-1.9737,0.288,500,-6.85,"<.0001",0.05,-2.5396,-1.4079,0.00034
394,"b02",-1.1929,0.2341,500,-5.1,"<.0001",0.05,-1.6528,-0.733,-0.00049
394,"b11",0.3338,0.3135,500,1.06,"0.2875",0.05,-0.2822,0.9498,0.000268
394,"b12",-0.7978,0.2808,500,-2.84,"0.0047",0.05,-1.3495,-0.2462,-0.00028
394,"b21",0.1206,0.1408,500,0.86,"0.3923",0.05,-0.1561,0.3972,-0.00042
394,"b22",0.1796,0.1342,500,1.34,"0.1814",0.05,-0.08406,0.4433,0.000573
394,"b31",-0.3005,0.1427,500,-2.11,"0.0357",0.05,-0.5808,-0.02011,-0.00032
394,"b32",-0.3385,0.1381,500,-2.45,"0.0146",0.05,-0.6098,-0.06717,0.000216
394,"b41",0.6597,0.1518,500,4.35,"<.0001",0.05,0.3615,0.958,-0.00015
394,"b42",1.1778,0.1698,500,6.94,"<.0001",0.05,0.8441,1.5114,-8e-05
394,"b51",-0.6565,0.1434,500,-4.58,"<.0001",0.05,-0.9382,-0.3748,-1.11e-06
394,"b52",-0.3318,0.1336,500,-2.48,"0.0133",0.05,-0.5943,-0.06928,0.000224
394,"phi1",-0.3376,0.3777,500,-0.89,"0.3719",0.05,-1.0796,0.4045,-0.00065
394,"phi2",-0.6878,0.4469,500,-1.54,"0.1244",0.05,-1.5659,0.1903,-0.00031
395,"b01",-1.8795,0.2758,500,-6.82,"<.0001",0.05,-2.4214,-1.3377,-0.00027
395,"b02",-1.2983,0.2302,500,-5.64,"<.0001",0.05,-1.7505,-0.8461,-0.00016
395,"b11",-0.4268,0.3128,500,-1.36,"0.1731",0.05,-1.0414,0.1879,-0.00011
395,"b12",-0.5621,0.2744,500,-2.05,"0.0411",0.05,-1.1012,-0.02294,-0.00012
395,"b21",0.3585,0.178,500,2.01,"0.0446",0.05,0.008664,0.7083,6.6e-05
395,"b22",0.009728,0.1456,500,0.07,"0.9468",0.05,-0.2763,0.2958,3.1e-05
395,"b31",0.263,0.1539,500,1.71,"0.0881",0.05,-0.03937,0.5653,0.000144
395,"b32",-0.2156,0.1328,500,-1.62,"0.1051",0.05,-0.4765,0.04528,-9e-05
395,"b41",1.085,0.1665,500,6.52,"<.0001",0.05,0.758,1.4121,-0.00022
395,"b42",1.0491,0.1557,500,6.74,"<.0001",0.05,0.7433,1.355,-0.00013
395,"b51",-0.5805,0.1658,500,-3.5,"0.0005",0.05,-0.9061,-0.2548,0.000434
395,"b52",-0.2245,0.1407,500,-1.6,"0.1111",0.05,-0.5008,0.05186,0.000184
395,"phi1",-0.5519,0.7925,500,-0.7,"0.4865",0.05,-2.1089,1.0051,0.000116
395,"phi2",-0.00165,0.7669,500,0,"0.9983",0.05,-1.5084,1.5051,0.000107
396,"b01",-1.8259,0.2485,500,-7.35,"<.0001",0.05,-2.3141,-1.3377,0.001968
396,"b02",-1.6636,0.2557,500,-6.51,"<.0001",0.05,-2.1659,-1.1613,-0.00211
396,"b11",-0.2386,0.2572,500,-0.93,"0.3540",0.05,-0.7438,0.2667,-9e-05
396,"b12",-0.00378,0.2852,500,-0.01,"0.9894",0.05,-0.5642,0.5566,-0.0014
396,"b21",0.2831,0.1243,500,2.28,"0.0232",0.05,0.03882,0.5274,-0.00087
396,"b22",0.01782,0.1287,500,0.14,"0.8900",0.05,-0.2351,0.2707,0.000344
396,"b31",-0.4642,0.1352,500,-3.43,"0.0006",0.05,-0.7298,-0.1985,0.000201
396,"b32",-0.1485,0.1318,500,-1.13,"0.2604",0.05,-0.4074,0.1104,0.001399
