"loop","Parameter","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper","Gradient"
265,"b42",1.4822,0.1856,500,7.98,"<.0001",0.05,1.1175,1.8469,2.6e-05
265,"b51",-0.548,0.1659,500,-3.3,"0.0010",0.05,-0.874,-0.222,0.000254
265,"b52",-0.2043,0.1407,500,-1.45,"0.1471",0.05,-0.4806,0.0721,-0.00014
265,"phi1",-0.2948,0.4069,500,-0.72,"0.4692",0.05,-1.0943,0.5047,7.1e-05
265,"phi2",-0.2766,0.4836,500,-0.57,"0.5676",0.05,-1.2268,0.6736,6.5e-05
266,"b01",-2.4621,0.3331,500,-7.39,"<.0001",0.05,-3.1166,-1.8076,0.000298
266,"b02",-1.8016,0.27,500,-6.67,"<.0001",0.05,-2.3321,-1.2711,-0.00026
266,"b11",0.09241,0.3383,500,0.27,"0.7849",0.05,-0.5723,0.7572,0.000195
266,"b12",0.1301,0.294,500,0.44,"0.6584",0.05,-0.4476,0.7078,-3e-04
266,"b21",0.03208,0.1686,500,0.19,"0.8492",0.05,-0.2992,0.3633,-0.00024
266,"b22",-0.1548,0.1438,500,-1.08,"0.2821",0.05,-0.4374,0.1277,0.000309
266,"b31",-0.1604,0.1772,500,-0.91,"0.3658",0.05,-0.5084,0.1877,-0.00024
266,"b32",-0.00894,0.1448,500,-0.06,"0.9508",0.05,-0.2934,0.2755,-0.00045
266,"b41",1.4402,0.2124,500,6.78,"<.0001",0.05,1.0229,1.8576,0.000446
266,"b42",1.308,0.1772,500,7.38,"<.0001",0.05,0.9598,1.6561,-0.00041
266,"b51",-0.5341,0.1553,500,-3.44,"0.0006",0.05,-0.8392,-0.229,-1e-05
266,"b52",-0.2272,0.1316,500,-1.73,"0.0850",0.05,-0.4858,0.03148,-0.00026
266,"phi1",-0.5953,0.5704,500,-1.04,"0.2971",0.05,-1.7159,0.5253,2.6e-05
266,"phi2",0.3264,0.5022,500,0.65,"0.5160",0.05,-0.6603,1.3132,0.000175
267,"b01",-1.9399,0.3022,500,-6.42,"<.0001",0.05,-2.5337,-1.3462,4.75e-06
267,"b02",-1.6412,0.2843,500,-5.77,"<.0001",0.05,-2.1997,-1.0827,-3e-05
267,"b11",-0.175,0.3433,500,-0.51,"0.6106",0.05,-0.8495,0.4996,5.54e-06
267,"b12",-0.2313,0.3189,500,-0.73,"0.4687",0.05,-0.8578,0.3953,-2e-05
267,"b21",0.3339,0.1577,500,2.12,"0.0347",0.05,0.02406,0.6437,4.5e-05
267,"b22",0.1182,0.1432,500,0.83,"0.4096",0.05,-0.1632,0.3995,-2e-05
267,"b31",-0.1555,0.1523,500,-1.02,"0.3079",0.05,-0.4548,0.1438,-1e-05
267,"b32",-0.2163,0.1425,500,-1.52,"0.1298",0.05,-0.4964,0.06379,4e-05
267,"b41",0.8105,0.1643,500,4.93,"<.0001",0.05,0.4878,1.1333,1.4e-05
267,"b42",1.2222,0.1726,500,7.08,"<.0001",0.05,0.883,1.5613,1e-05
267,"b51",-0.721,0.1714,500,-4.21,"<.0001",0.05,-1.0578,-0.3841,-5.79e-06
267,"b52",-0.4533,0.1492,500,-3.04,"0.0025",0.05,-0.7465,-0.1602,1.2e-05
267,"phi1",-0.4786,0.461,500,-1.04,"0.2997",0.05,-1.3842,0.4271,-8.78e-06
267,"phi2",-0.1432,0.4575,500,-0.31,"0.7545",0.05,-1.0419,0.7556,-4.19e-06
268,"b01",-2.4664,0.3058,500,-8.07,"<.0001",0.05,-3.0672,-1.8657,-0.00081
268,"b02",-1.6887,0.2513,500,-6.72,"<.0001",0.05,-2.1823,-1.195,0.00086
268,"b11",0.1084,0.2792,500,0.39,"0.6980",0.05,-0.4401,0.6569,-0.00032
268,"b12",-0.3376,0.2907,500,-1.16,"0.2461",0.05,-0.9088,0.2336,0.000227
268,"b21",0.1861,0.1403,500,1.33,"0.1852",0.05,-0.08949,0.4617,7e-05
268,"b22",-0.1514,0.1427,500,-1.06,"0.2891",0.05,-0.4317,0.1289,0.000955
268,"b31",0.1161,0.1396,500,0.83,"0.4060",0.05,-0.1582,0.3903,-6.26e-06
268,"b32",-0.135,0.1461,500,-0.92,"0.3558",0.05,-0.4221,0.152,-0.0012
268,"b41",1.0825,0.1839,500,5.89,"<.0001",0.05,0.7213,1.4437,-0.00038
268,"b42",1.1851,0.17,500,6.97,"<.0001",0.05,0.851,1.5191,-0.00143
268,"b51",-0.4527,0.1456,500,-3.11,"0.0020",0.05,-0.7389,-0.1666,0.000267
268,"b52",0.02725,0.143,500,0.19,"0.8489",0.05,-0.2536,0.3081,0.000589
268,"phi1",-2.2279,0.69,500,-3.23,"0.0013",0.05,-3.5834,-0.8723,-0.00031
268,"phi2",1.0445,0.2457,500,4.25,"<.0001",0.05,0.5618,1.5272,-0.00106
269,"b01",-1.8354,0.2985,500,-6.15,"<.0001",0.05,-2.4218,-1.2489,1.5e-05
269,"b02",-1.7906,0.2863,500,-6.25,"<.0001",0.05,-2.3531,-1.2281,0.000114
269,"b11",-0.1603,0.3304,500,-0.49,"0.6277",0.05,-0.8095,0.4889,1.2e-05
269,"b12",-0.03573,0.2967,500,-0.12,"0.9042",0.05,-0.6187,0.5472,9.1e-05
269,"b21",0.1307,0.1574,500,0.83,"0.4067",0.05,-0.1785,0.4399,3.7e-05
269,"b22",-0.3047,0.1448,500,-2.1,"0.0359",0.05,-0.5892,-0.02012,-0.00015
269,"b31",0.2008,0.1567,500,1.28,"0.2008",0.05,-0.1072,0.5087,-0.00024
269,"b32",-0.4133,0.1403,500,-2.95,"0.0034",0.05,-0.6889,-0.1377,0.00017
269,"b41",1.031,0.1751,500,5.89,"<.0001",0.05,0.687,1.3749,0.000133
269,"b42",1.1417,0.175,500,6.53,"<.0001",0.05,0.798,1.4855,0.000192
269,"b51",-0.3338,0.1586,500,-2.1,"0.0358",0.05,-0.6453,-0.02219,1.4e-05
269,"b52",-0.2054,0.1395,500,-1.47,"0.1416",0.05,-0.4795,0.0687,0.000125
269,"phi1",0.1758,0.2797,500,0.63,"0.5299",0.05,-0.3737,0.7254,8.7e-05
269,"phi2",-0.9791,0.4761,500,-2.06,"0.0403",0.05,-1.9144,-0.04369,1.6e-05
270,"b01",-1.6422,0.2375,500,-6.92,"<.0001",0.05,-2.1088,-1.1757,0.000229
270,"b02",-1.4144,0.2322,500,-6.09,"<.0001",0.05,-1.8706,-0.9583,-0.00024
270,"b11",-0.3,0.2634,500,-1.14,"0.2552",0.05,-0.8174,0.2175,0.000271
270,"b12",-0.0498,0.268,500,-0.19,"0.8527",0.05,-0.5764,0.4768,-0.00025
270,"b21",0.2502,0.1466,500,1.71,"0.0885",0.05,-0.03787,0.5383,-0.00027
270,"b22",0.05748,0.1356,500,0.42,"0.6719",0.05,-0.209,0.3239,0.000642
270,"b31",-0.06779,0.134,500,-0.51,"0.6131",0.05,-0.331,0.1954,-0.00126
270,"b32",-0.3902,0.1392,500,-2.8,"0.0052",0.05,-0.6637,-0.1168,0.000811
270,"b41",0.8433,0.1518,500,5.56,"<.0001",0.05,0.545,1.1415,1.1e-05
270,"b42",0.9731,0.153,500,6.36,"<.0001",0.05,0.6725,1.2736,-3e-05
270,"b51",-0.3535,0.1563,500,-2.26,"0.0242",0.05,-0.6606,-0.04636,-0.00032
270,"b52",-0.351,0.1362,500,-2.58,"0.0103",0.05,-0.6186,-0.08339,0.000394
270,"phi1",-1.4206,0.8118,500,-1.75,"0.0807",0.05,-3.0155,0.1743,6.018e-06
270,"phi2",0.5171,0.3831,500,1.35,"0.1778",0.05,-0.2357,1.2698,-2e-05
271,"b01",-3.1282,0.4406,500,-7.1,"<.0001",0.05,-3.9937,-2.2626,-5e-05
271,"b02",-1.3029,0.2271,500,-5.74,"<.0001",0.05,-1.7491,-0.8567,0.000111
271,"b11",0.7041,0.4415,500,1.59,"0.1114",0.05,-0.1634,1.5715,-7e-05
271,"b12",-0.3075,0.2606,500,-1.18,"0.2386",0.05,-0.8195,0.2046,0.000115
271,"b21",0.09196,0.1814,500,0.51,"0.6123",0.05,-0.2644,0.4483,-0.00017
271,"b22",0.04075,0.1177,500,0.35,"0.7294",0.05,-0.1905,0.272,0.000385
271,"b31",0.006518,0.1651,500,0.04,"0.9685",0.05,-0.3179,0.3309,0.000136
271,"b32",-0.3658,0.1173,500,-3.12,"0.0019",0.05,-0.5963,-0.1353,0.00039
271,"b41",1.3712,0.2152,500,6.37,"<.0001",0.05,0.9483,1.794,-6e-05
271,"b42",0.9613,0.1477,500,6.51,"<.0001",0.05,0.6712,1.2515,-1e-04
271,"b51",-0.427,0.1678,500,-2.55,"0.0112",0.05,-0.7566,-0.09738,2.7e-05
271,"b52",-0.1234,0.1197,500,-1.03,"0.3031",0.05,-0.3586,0.1118,6.1e-05
271,"phi1",-0.01365,0.1901,500,-0.07,"0.9428",0.05,-0.3871,0.3598,-8e-05
271,"phi2",-1.5923,0.7054,500,-2.26,"0.0244",0.05,-2.9783,-0.2064,5.175e-06
272,"b01",-2.1639,0.2683,500,-8.07,"<.0001",0.05,-2.6911,-1.6368,7.5e-05
272,"b02",-1.2065,0.2233,500,-5.4,"<.0001",0.05,-1.6452,-0.7677,-0.00027
272,"b11",-0.0583,0.2618,500,-0.22,"0.8239",0.05,-0.5726,0.456,1e-04
272,"b12",-0.908,0.2825,500,-3.21,"0.0014",0.05,-1.463,-0.353,-0.00019
272,"b21",0.05774,0.1276,500,0.45,"0.6511",0.05,-0.193,0.3084,-8e-05
272,"b22",-0.108,0.1404,500,-0.77,"0.4422",0.05,-0.3839,0.1679,-2e-05
272,"b31",-0.03594,0.1254,500,-0.29,"0.7745",0.05,-0.2823,0.2105,-0.00017
272,"b32",-0.1914,0.1409,500,-1.36,"0.1749",0.05,-0.4681,0.08537,0.000115
272,"b41",1.2004,0.1803,500,6.66,"<.0001",0.05,0.8462,1.5546,0.000111
272,"b42",1.0678,0.1624,500,6.58,"<.0001",0.05,0.7488,1.3868,-4e-05
272,"b51",-0.3936,0.1344,500,-2.93,"0.0036",0.05,-0.6577,-0.1296,-7e-05
272,"b52",-0.4101,0.1429,500,-2.87,"0.0043",0.05,-0.6908,-0.1294,4.6e-05
272,"phi1",-1.7556,0.5586,500,-3.14,"0.0018",0.05,-2.8531,-0.6582,-5.61e-06
272,"phi2",0.5995,0.2366,500,2.53,"0.0116",0.05,0.1347,1.0642,-4e-05
273,"b01",-2.2671,0.304,500,-7.46,"<.0001",0.05,-2.8645,-1.6697,3.949e-06
273,"b02",-1.5993,0.2517,500,-6.35,"<.0001",0.05,-2.0938,-1.1047,-8e-05
273,"b11",-0.01392,0.3175,500,-0.04,"0.9651",0.05,-0.6377,0.6098,-5e-05
273,"b12",-0.2214,0.2821,500,-0.78,"0.4331",0.05,-0.7756,0.3329,-6e-05
273,"b21",0.1703,0.1544,500,1.1,"0.2706",0.05,-0.1331,0.4737,-1e-04
273,"b22",-0.2557,0.1393,500,-1.84,"0.0671",0.05,-0.5295,0.01803,0.000142
273,"b31",0.04965,0.1609,500,0.31,"0.7578",0.05,-0.2665,0.3658,0.000248
273,"b32",0.07317,0.1363,500,0.54,"0.5915",0.05,-0.1945,0.3409,-0.00031
273,"b41",0.9969,0.1671,500,5.96,"<.0001",0.05,0.6685,1.3253,0.000114
273,"b42",1.1112,0.1524,500,7.29,"<.0001",0.05,0.8119,1.4105,-9e-05
273,"b51",-0.4671,0.2036,500,-2.29,"0.0222",0.05,-0.867,-0.06713,-0.00019
273,"b52",-0.5123,0.1449,500,-3.54,"0.0004",0.05,-0.7969,-0.2277,8.3e-05
273,"phi1",-1.2126,0.9869,500,-1.23,"0.2197",0.05,-3.1515,0.7263,-0.00016
273,"phi2",0.8331,0.537,500,1.55,"0.1215",0.05,-0.222,1.8882,-0.00024
274,"b01",-2.739,0.3746,500,-7.31,"<.0001",0.05,-3.4749,-2.0031,-2e-05
274,"b02",-1.7341,0.2637,500,-6.58,"<.0001",0.05,-2.2521,-1.2161,0.000239
274,"b11",0.5145,0.4041,500,1.27,"0.2035",0.05,-0.2794,1.3084,4.1e-05
274,"b12",-0.0331,0.3013,500,-0.11,"0.9126",0.05,-0.6251,0.5589,0.000119
274,"b21",0.1206,0.1792,500,0.67,"0.5014",0.05,-0.2316,0.4728,-0.00025
274,"b22",-0.118,0.1439,500,-0.82,"0.4126",0.05,-0.4006,0.1647,-4e-05
274,"b31",0.1178,0.1782,500,0.66,"0.5090",0.05,-0.2324,0.468,0.000205
274,"b32",-0.1643,0.1395,500,-1.18,"0.2395",0.05,-0.4385,0.1098,-8.23e-07
274,"b41",1.2268,0.1792,500,6.84,"<.0001",0.05,0.8746,1.5789,6.8e-05
274,"b42",1.2428,0.1658,500,7.49,"<.0001",0.05,0.917,1.5686,-2e-05
274,"b51",-0.6371,0.1915,500,-3.33,"0.0009",0.05,-1.0133,-0.2608,-0.00018
274,"b52",0.02818,0.1484,500,0.19,"0.8495",0.05,-0.2634,0.3197,-7.42e-06
274,"phi1",-0.1099,0.2836,500,-0.39,"0.6985",0.05,-0.6671,0.4473,-5e-05
274,"phi2",-0.801,0.4841,500,-1.65,"0.0986",0.05,-1.7522,0.1501,-0.00012
275,"b01",-3.0698,0.4276,500,-7.18,"<.0001",0.05,-3.9099,-2.2297,-3e-05
275,"b02",-2.3402,0.3373,500,-6.94,"<.0001",0.05,-3.0029,-1.6776,-4e-05
275,"b11",0.6482,0.416,500,1.56,"0.1198",0.05,-0.1691,1.4655,-4e-05
275,"b12",0.01761,0.3373,500,0.05,"0.9584",0.05,-0.6451,0.6804,-4e-05
275,"b21",0.4539,0.1753,500,2.59,"0.0099",0.05,0.1094,0.7984,0.000126
275,"b22",0.183,0.1485,500,1.23,"0.2182",0.05,-0.1087,0.4747,1.8e-05
275,"b31",-0.3279,0.1825,500,-1.8,"0.0730",0.05,-0.6864,0.03067,2e-04
275,"b32",-0.3403,0.1603,500,-2.12,"0.0343",0.05,-0.6553,-0.02536,0.000147
275,"b41",1.2872,0.2204,500,5.84,"<.0001",0.05,0.8542,1.7202,0.000197
275,"b42",1.4434,0.2149,500,6.72,"<.0001",0.05,1.0213,1.8655,-0.00026
275,"b51",-0.3717,0.182,500,-2.04,"0.0417",0.05,-0.7293,-0.01408,-0.00018
275,"b52",-0.1988,0.158,500,-1.26,"0.2088",0.05,-0.5093,0.1116,1.1e-05
275,"phi1",0.02356,0.4675,500,0.05,"0.9598",0.05,-0.8949,0.9421,-0.00026
275,"phi2",-0.643,0.69,500,-0.93,"0.3519",0.05,-1.9987,0.7127,-0.00011
276,"b01",-2.8362,0.3918,500,-7.24,"<.0001",0.05,-3.606,-2.0664,4.8e-05
276,"b02",-1.518,0.2513,500,-6.04,"<.0001",0.05,-2.0117,-1.0243,3e-05
276,"b11",0.6741,0.4102,500,1.64,"0.1010",0.05,-0.1319,1.48,-2e-05
276,"b12",-0.02474,0.2942,500,-0.08,"0.9330",0.05,-0.6027,0.5532,-3e-05
276,"b21",0.02906,0.1577,500,0.18,"0.8539",0.05,-0.2808,0.3389,4.3e-05
276,"b22",-0.05208,0.1224,500,-0.43,"0.6708",0.05,-0.2927,0.1885,2.4e-05
276,"b31",-0.3347,0.1744,500,-1.92,"0.0556",0.05,-0.6774,0.007999,-9e-05
276,"b32",-0.1172,0.1394,500,-0.84,"0.4009",0.05,-0.391,0.1566,-0.00013
276,"b41",0.9606,0.1879,500,5.11,"<.0001",0.05,0.5914,1.3297,3.386e-06
276,"b42",1.1681,0.1579,500,7.4,"<.0001",0.05,0.8579,1.4783,-3e-05
276,"b51",-0.5569,0.1714,500,-3.25,"0.0012",0.05,-0.8936,-0.2202,-7e-05
276,"b52",-0.5049,0.1383,500,-3.65,"0.0003",0.05,-0.7766,-0.2332,5.2e-05
276,"phi1",-0.1553,0.4923,500,-0.32,"0.7525",0.05,-1.1226,0.8119,-3.48e-06
276,"phi2",-0.6041,0.8837,500,-0.68,"0.4945",0.05,-2.3403,1.1321,9.069e-06
277,"b01",-1.7738,0.2866,500,-6.19,"<.0001",0.05,-2.3368,-1.2108,-0.00013
277,"b02",-1.3354,0.2318,500,-5.76,"<.0001",0.05,-1.7909,-0.88,9.4e-05
277,"b11",-0.5081,0.328,500,-1.55,"0.1219",0.05,-1.1525,0.1362,8.8e-05
277,"b12",-0.1491,0.2559,500,-0.58,"0.5603",0.05,-0.6519,0.3536,0.000337
277,"b21",0.2284,0.1613,500,1.42,"0.1576",0.05,-0.08861,0.5453,-0.00085
277,"b22",-0.05785,0.1245,500,-0.46,"0.6423",0.05,-0.3024,0.1867,-0.00032
277,"b31",-0.02784,0.1583,500,-0.18,"0.8604",0.05,-0.3388,0.2831,0.000627
277,"b32",-0.09194,0.1173,500,-0.78,"0.4336",0.05,-0.3224,0.1385,-5e-05
277,"b41",1.0442,0.1931,500,5.41,"<.0001",0.05,0.6648,1.4237,0.000228
277,"b42",1.1516,0.1588,500,7.25,"<.0001",0.05,0.8395,1.4637,0.000163
277,"b51",-0.2861,0.172,500,-1.66,"0.0969",0.05,-0.6241,0.05189,0.000673
277,"b52",-0.1067,0.1315,500,-0.81,"0.4174",0.05,-0.3651,0.1516,9.7e-05
277,"phi1",0.02309,0.2166,500,0.11,"0.9152",0.05,-0.4026,0.4487,-0.00047
277,"phi2",-1.1688,0.5535,500,-2.11,"0.0352",0.05,-2.2562,-0.08131,-0.00025
278,"b01",-2.1072,0.2802,500,-7.52,"<.0001",0.05,-2.6577,-1.5567,9e-05
278,"b02",-1.5121,0.2562,500,-5.9,"<.0001",0.05,-2.0154,-1.0087,-0.00017
278,"b11",0.02373,0.284,500,0.08,"0.9334",0.05,-0.5342,0.5817,0.000588
278,"b12",-0.4291,0.2921,500,-1.47,"0.1425",0.05,-1.003,0.1449,-0.00053
278,"b21",-0.00814,0.1418,500,-0.06,"0.9543",0.05,-0.2867,0.2704,-0.00015
278,"b22",0.1038,0.1401,500,0.74,"0.4593",0.05,-0.1715,0.379,-0.00025
278,"b31",0.02359,0.1354,500,0.17,"0.8617",0.05,-0.2423,0.2895,0.001016
278,"b32",-0.278,0.138,500,-2.01,"0.0445",0.05,-0.5491,-0.00682,-0.00083
278,"b41",1.1655,0.1854,500,6.29,"<.0001",0.05,0.8013,1.5297,0.000586
278,"b42",1.2124,0.1841,500,6.58,"<.0001",0.05,0.8506,1.5741,0.000211
278,"b51",-0.3823,0.1499,500,-2.55,"0.0111",0.05,-0.6769,-0.08769,-0.00061
278,"b52",-0.2958,0.1408,500,-2.1,"0.0361",0.05,-0.5724,-0.01926,0.000116
278,"phi1",-1.464,0.6677,500,-2.19,"0.0288",0.05,-2.7757,-0.1522,-6e-05
278,"phi2",0.5885,0.3042,500,1.93,"0.0536",0.05,-0.0091,1.186,4.7e-05
279,"b01",-2.7136,0.3823,500,-7.1,"<.0001",0.05,-3.4648,-1.9624,7.272e-06
279,"b02",-1.6068,0.2486,500,-6.46,"<.0001",0.05,-2.0953,-1.1183,0.000177
279,"b11",0.2993,0.4041,500,0.74,"0.4592",0.05,-0.4946,1.0932,-0.00024
279,"b12",0.173,0.2784,500,0.62,"0.5346",0.05,-0.374,0.72,0.00015
279,"b21",0.2881,0.1914,500,1.51,"0.1328",0.05,-0.08787,0.6642,0.000147
279,"b22",-0.05662,0.1277,500,-0.44,"0.6576",0.05,-0.3074,0.1942,-0.00063
279,"b31",-0.3328,0.1967,500,-1.69,"0.0914",0.05,-0.7193,0.05374,-0.00022
279,"b32",-0.2087,0.1331,500,-1.57,"0.1175",0.05,-0.4701,0.05279,0.000451
279,"b41",1.2525,0.2191,500,5.72,"<.0001",0.05,0.822,1.683,-0.00026
279,"b42",0.9243,0.1542,500,6,"<.0001",0.05,0.6214,1.2272,0.00038
279,"b51",-0.4244,0.1938,500,-2.19,"0.0289",0.05,-0.8051,-0.04375,0.000657
279,"b52",-0.2426,0.1262,500,-1.92,"0.0551",0.05,-0.4904,0.00528,0.000905
279,"phi1",0.1341,0.26,500,0.52,"0.6063",0.05,-0.3767,0.6449,0.000118
279,"phi2",-1.252,0.7816,500,-1.6,"0.1098",0.05,-2.7877,0.2836,8.5e-05
280,"b01",-2.064,0.2807,500,-7.35,"<.0001",0.05,-2.6155,-1.5125,-0.00025
280,"b02",-1.6261,0.2431,500,-6.69,"<.0001",0.05,-2.1038,-1.1485,-0.00025
280,"b11",0.2046,0.3285,500,0.62,"0.5338",0.05,-0.4409,0.8501,-4e-05
280,"b12",-0.05476,0.2812,500,-0.19,"0.8457",0.05,-0.6073,0.4978,5.5e-05
280,"b21",0.1727,0.1578,500,1.09,"0.2742",0.05,-0.1373,0.4827,-0.00048
280,"b22",0.04768,0.1335,500,0.36,"0.7212",0.05,-0.2147,0.31,-5e-05
280,"b31",-0.139,0.1616,500,-0.86,"0.3901",0.05,-0.4565,0.1785,0.000304
280,"b32",0.2223,0.1411,500,1.58,"0.1157",0.05,-0.05488,0.4996,0.000416
280,"b41",0.6482,0.1701,500,3.81,"0.0002",0.05,0.3141,0.9824,0.000396
280,"b42",1.3202,0.1767,500,7.47,"<.0001",0.05,0.9731,1.6673,-0.00016
280,"b51",-0.2615,0.165,500,-1.58,"0.1137",0.05,-0.5857,0.06271,-0.00028
280,"b52",0.2945,0.1492,500,1.97,"0.0490",0.05,0.001297,0.5876,1.9e-05
280,"phi1",-0.2705,0.3095,500,-0.87,"0.3826",0.05,-0.8785,0.3376,2.5e-05
280,"phi2",-0.4921,0.3744,500,-1.31,"0.1894",0.05,-1.2277,0.2436,-0.00015
281,"b01",-2.8343,0.3842,500,-7.38,"<.0001",0.05,-3.5891,-2.0794,-0.00015
281,"b02",-1.4316,0.2369,500,-6.04,"<.0001",0.05,-1.897,-0.9662,9.6e-05
281,"b11",0.397,0.3898,500,1.02,"0.3089",0.05,-0.3688,1.1628,8.4e-05
281,"b12",-0.1896,0.2866,500,-0.66,"0.5085",0.05,-0.7527,0.3734,-0.00023
281,"b21",0.3251,0.1686,500,1.93,"0.0543",0.05,-0.00603,0.6563,2.2e-05
281,"b22",0.08693,0.1346,500,0.65,"0.5188",0.05,-0.1776,0.3515,-0.00037
281,"b31",-0.181,0.1732,500,-1.04,"0.2966",0.05,-0.5212,0.1593,-0.00056
281,"b32",0.04756,0.1336,500,0.36,"0.7221",0.05,-0.215,0.3101,0.000148
281,"b41",1.4706,0.2099,500,7.01,"<.0001",0.05,1.0582,1.8829,-0.00026
281,"b42",1.025,0.1486,500,6.9,"<.0001",0.05,0.733,1.3169,0.000874
281,"b51",-0.2458,0.1838,500,-1.34,"0.1817",0.05,-0.607,0.1153,0.000128
281,"b52",-0.3123,0.1453,500,-2.15,"0.0320",0.05,-0.5978,-0.02691,0.000466
281,"phi1",-0.1765,0.5071,500,-0.35,"0.7280",0.05,-1.1728,0.8199,5.1e-05
281,"phi2",-0.397,0.7573,500,-0.52,"0.6003",0.05,-1.885,1.0909,1.7e-05
282,"b01",-2.4498,0.3577,500,-6.85,"<.0001",0.05,-3.1526,-1.747,-0.00022
282,"b02",-1.1633,0.2274,500,-5.12,"<.0001",0.05,-1.6101,-0.7166,0.000137
282,"b11",0.05785,0.4001,500,0.14,"0.8851",0.05,-0.7282,0.8439,-0.00022
282,"b12",-0.6763,0.2863,500,-2.36,"0.0185",0.05,-1.2388,-0.1139,-0.00022
282,"b21",0.3805,0.1804,500,2.11,"0.0354",0.05,0.02611,0.7349,-0.00014
282,"b22",-0.00813,0.1481,500,-0.05,"0.9562",0.05,-0.299,0.2828,-8e-05
282,"b31",-0.3614,0.2047,500,-1.77,"0.0782",0.05,-0.7636,0.04088,-8e-05
282,"b32",-0.2675,0.149,500,-1.8,"0.0732",0.05,-0.5604,0.02526,0.000335
282,"b41",0.6354,0.1894,500,3.35,"0.0009",0.05,0.2633,1.0076,-0.00018
282,"b42",0.9816,0.1611,500,6.09,"<.0001",0.05,0.6651,1.2981,0.000345
282,"b51",-0.5389,0.1972,500,-2.73,"0.0065",0.05,-0.9264,-0.1513,-1e-04
282,"b52",-0.126,0.1447,500,-0.87,"0.3845",0.05,-0.4103,0.1584,0.000234
282,"phi1",-0.784,0.7355,500,-1.07,"0.2870",0.05,-2.229,0.6611,0.000331
282,"phi2",-0.08351,0.7155,500,-0.12,"0.9071",0.05,-1.4893,1.3223,0.000252
283,"b01",-2.1172,0.2927,500,-7.23,"<.0001",0.05,-2.6924,-1.5421,-2e-05
283,"b02",-1.3643,0.2218,500,-6.15,"<.0001",0.05,-1.8002,-0.9284,5.7e-05
283,"b11",0.2605,0.3275,500,0.8,"0.4267",0.05,-0.3829,0.9039,-2e-05
283,"b12",-0.1442,0.2637,500,-0.55,"0.5848",0.05,-0.6623,0.3739,5.1e-05
283,"b21",0.08476,0.1567,500,0.54,"0.5888",0.05,-0.2231,0.3926,3.8e-05
283,"b22",-0.0832,0.1309,500,-0.64,"0.5252",0.05,-0.3403,0.1739,0.000154
283,"b31",-0.1003,0.1606,500,-0.62,"0.5324",0.05,-0.4158,0.2152,6.1e-05
283,"b32",-0.05321,0.1295,500,-0.41,"0.6812",0.05,-0.3076,0.2011,-0.00014
283,"b41",0.9422,0.179,500,5.26,"<.0001",0.05,0.5905,1.2939,2.5e-05
283,"b42",1.0779,0.1607,500,6.71,"<.0001",0.05,0.7621,1.3937,3e-05
283,"b51",-0.3896,0.1499,500,-2.6,"0.0096",0.05,-0.6842,-0.095,-7e-05
283,"b52",-0.1305,0.1224,500,-1.07,"0.2866",0.05,-0.371,0.1099,0.000138
283,"phi1",0.09135,0.3136,500,0.29,"0.7710",0.05,-0.5249,0.7076,-3e-05
283,"phi2",-0.9929,0.7501,500,-1.32,"0.1862",0.05,-2.4667,0.4809,1.8e-05
284,"b01",-2.514,0.3492,500,-7.2,"<.0001",0.05,-3.2001,-1.8279,5.6e-05
284,"b02",-1.2976,0.2324,500,-5.58,"<.0001",0.05,-1.7543,-0.841,-2e-05
284,"b11",0.02905,0.3693,500,0.08,"0.9373",0.05,-0.6966,0.7547,-3e-05
284,"b12",-0.4101,0.2814,500,-1.46,"0.1456",0.05,-0.9629,0.1427,3.9e-05
284,"b21",0.06535,0.184,500,0.36,"0.7226",0.05,-0.2961,0.4269,0.000124
284,"b22",-0.04667,0.1432,500,-0.33,"0.7445",0.05,-0.3279,0.2346,0.000102
284,"b31",-0.2374,0.1754,500,-1.35,"0.1765",0.05,-0.582,0.1072,-5e-05
284,"b32",-0.0452,0.1406,500,-0.32,"0.7479",0.05,-0.3214,0.231,-0.00011
284,"b41",1.1127,0.1844,500,6.03,"<.0001",0.05,0.7505,1.475,-8e-05
284,"b42",1.024,0.1465,500,6.99,"<.0001",0.05,0.7362,1.3118,1.7e-05
284,"b51",-0.3301,0.1908,500,-1.73,"0.0842",0.05,-0.7049,0.04473,-0.00015
284,"b52",0.07482,0.141,500,0.53,"0.5960",0.05,-0.2023,0.3519,-1e-05
284,"phi1",-0.4038,0.6912,500,-0.58,"0.5594",0.05,-1.7619,0.9543,3e-05
284,"phi2",-0.09848,0.8588,500,-0.11,"0.9087",0.05,-1.7857,1.5888,4.5e-05
285,"b01",-2.3385,0.3322,500,-7.04,"<.0001",0.05,-2.9912,-1.6858,-9e-05
285,"b02",-1.6071,0.248,500,-6.48,"<.0001",0.05,-2.0944,-1.1198,0.000268
285,"b11",-0.215,0.3424,500,-0.63,"0.5303",0.05,-0.8877,0.4577,-9e-05
285,"b12",-0.1164,0.2811,500,-0.41,"0.6790",0.05,-0.6687,0.4359,0.000152
285,"b21",-0.1182,0.1537,500,-0.77,"0.4421",0.05,-0.4201,0.1837,5.6e-05
285,"b22",0.02614,0.1264,500,0.21,"0.8363",0.05,-0.2222,0.2745,0.000196
285,"b31",-0.59,0.1949,500,-3.03,"0.0026",0.05,-0.9728,-0.2071,-0.00019
