"loop","Label","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper"
276,"b23",0.02695,0.09442,500,0.29,0.7755,0.05,-0.1586,0.2125
276,"b33",0.1228,0.1065,500,1.15,0.2497,0.05,-0.08654,0.3321
276,"b43",-0.8548,0.5873,500,-1.46,0.1461,0.05,-2.0087,0.299
276,"b53",0.3915,0.1969,500,1.99,0.0473,0.05,0.004682,0.7784
277,"b03",1.9822,0.486,500,4.08,"<.0001",0.05,1.0273,2.9372
277,"b13",0.1626,0.3071,500,0.53,"0.5969",0.05,-0.4409,0.766
277,"b23",0.07289,0.1482,500,0.49,"0.6230",0.05,-0.2182,0.364
277,"b33",0.1068,0.1499,500,0.71,"0.4764",0.05,-0.1876,0.4013
277,"b43",-1.3219,0.4597,500,-2.88,"0.0042",0.05,-2.225,-0.4187
277,"b53",0.1181,0.1577,500,0.75,"0.4543",0.05,-0.1918,0.4281
278,"b03",1.8258,0.5751,500,3.17,0.0016,0.05,0.6959,2.9557
278,"b13",-0.2872,0.4252,500,-0.68,0.4997,0.05,-1.1227,0.5482
278,"b23",0.07297,0.2253,500,0.32,0.7462,0.05,-0.3697,0.5156
278,"b33",-0.1981,0.2102,500,-0.94,0.3463,0.05,-0.611,0.2148
278,"b43",-0.9928,0.4701,500,-2.11,0.0352,0.05,-1.9164,-0.06931
278,"b53",0.3856,0.2117,500,1.82,0.0692,0.05,-0.03042,0.8016
279,"b03",1.9731,0.6486,500,3.04,0.0025,0.05,0.6988,3.2475
279,"b13",-0.1765,0.3689,500,-0.48,0.6325,0.05,-0.9013,0.5483
279,"b23",0.1095,0.2,500,0.55,0.5843,0.05,-0.2835,0.5025
279,"b33",0.2166,0.179,500,1.21,0.2268,0.05,-0.1351,0.5684
279,"b43",-0.9894,0.4581,500,-2.16,0.0313,0.05,-1.8894,-0.0893
279,"b53",0.2468,0.1995,500,1.24,0.2165,0.05,-0.1451,0.6387
280,"b03",1.9633,0.4722,500,4.16,"<.0001",0.05,1.0357,2.8909
280,"b13",-0.02838,0.1939,500,-0.15,"0.8837",0.05,-0.4093,0.3525
280,"b23",-0.07017,0.09246,500,-0.76,"0.4483",0.05,-0.2518,0.1115
280,"b33",-0.07182,0.1469,500,-0.49,"0.6252",0.05,-0.3604,0.2168
280,"b43",-0.825,0.3333,500,-2.48,"0.0137",0.05,-1.4798,-0.1701
280,"b53",-0.07417,0.2013,500,-0.37,"0.7126",0.05,-0.4696,0.3212
281,"b03",1.5477,0.6344,500,2.44,0.0151,0.05,0.3012,2.7941
281,"b13",0.005222,0.3721,500,0.01,0.9888,0.05,-0.7258,0.7362
281,"b23",-0.09189,0.1166,500,-0.79,0.4309,0.05,-0.3209,0.1371
281,"b33",0.01305,0.1421,500,0.09,0.9268,0.05,-0.2661,0.2922
281,"b43",-0.6665,0.2569,500,-2.59,0.0098,0.05,-1.1712,-0.1617
281,"b53",0.1674,0.1297,500,1.29,0.1974,0.05,-0.08743,0.4222
282,"b03",2.5745,0.6928,500,3.72,2e-04,0.05,1.2134,3.9355
282,"b13",0.01112,0.5331,500,0.02,0.9834,0.05,-1.0363,1.0585
282,"b23",-0.2976,0.3164,500,-0.94,0.3473,0.05,-0.9192,0.3239
282,"b33",0.3056,0.1559,500,1.96,0.0504,0.05,-0.00057,0.6118
282,"b43",-0.5801,0.2888,500,-2.01,0.0451,0.05,-1.1476,-0.01272
282,"b53",0.433,0.3378,500,1.28,0.2005,0.05,-0.2306,1.0966
283,"b03",1.5656,0.4833,500,3.24,0.0013,0.05,0.6161,2.5152
283,"b13",0.167,0.2721,500,0.61,0.5398,0.05,-0.3676,0.7016
283,"b23",0.09035,0.145,500,0.62,0.5334,0.05,-0.1945,0.3752
283,"b33",0.04367,0.127,500,0.34,0.7311,0.05,-0.2058,0.2932
283,"b43",-0.9842,0.5056,500,-1.95,0.0521,0.05,-1.9775,0.009162
283,"b53",0.09403,0.1288,500,0.73,0.4657,0.05,-0.159,0.3471
284,"b03",1.5589,0.5665,500,2.75,0.0061,0.05,0.4458,2.672
284,"b13",0.02865,0.3926,500,0.07,0.9418,0.05,-0.7426,0.7999
284,"b23",-0.02179,0.1022,500,-0.21,0.8313,0.05,-0.2226,0.179
284,"b33",0.1003,0.1593,500,0.63,0.5292,0.05,-0.2127,0.4133
284,"b43",-0.5502,0.2379,500,-2.31,0.0211,0.05,-1.0175,-0.08283
284,"b53",0.1259,0.2817,500,0.45,0.655,0.05,-0.4275,0.6793
285,"b03",1.527,0.4995,500,3.06,0.0024,0.05,0.5455,2.5084
285,"b13",0.08024,0.1605,500,0.5,0.6172,0.05,-0.235,0.3955
285,"b23",-0.00407,0.088,500,-0.05,0.9631,0.05,-0.177,0.1688
285,"b33",0.1731,0.1415,500,1.22,0.2218,0.05,-0.1049,0.4512
285,"b43",-0.5911,0.2104,500,-2.81,0.0052,0.05,-1.0043,-0.1778
285,"b53",0.025,0.2175,500,0.11,0.9085,0.05,-0.4023,0.4523
286,"b03",0.9475,0.6687,500,1.42,0.1571,0.05,-0.3663,2.2612
286,"b13",-0.3577,0.447,500,-0.8,0.4239,0.05,-1.2359,0.5204
286,"b23",0.07304,0.2331,500,0.31,0.7541,0.05,-0.3849,0.531
286,"b33",-0.1362,0.2193,500,-0.62,0.535,0.05,-0.5671,0.2948
286,"b43",-0.8847,0.471,500,-1.88,0.0609,0.05,-1.8101,0.04069
286,"b53",-0.08825,0.2255,500,-0.39,0.6957,0.05,-0.5313,0.3548
287,"b03",0.916,0.6529,500,1.4,0.1612,0.05,-0.3667,2.1987
287,"b13",-0.01254,0.2153,500,-0.06,0.9536,0.05,-0.4356,0.4105
287,"b23",-0.06964,0.153,500,-0.46,0.6492,0.05,-0.3703,0.231
287,"b33",0.09254,0.1081,500,0.86,0.3921,0.05,-0.1197,0.3048
287,"b43",-0.4304,0.3348,500,-1.29,0.1991,0.05,-1.0881,0.2273
287,"b53",0.2438,0.2332,500,1.05,0.2962,0.05,-0.2143,0.7019
288,"b03",1.3967,0.4871,500,2.87,0.0043,0.05,0.4398,2.3536
288,"b13",0.319,0.348,500,0.92,0.3598,0.05,-0.3648,1.0028
288,"b23",0.1846,0.1827,500,1.01,0.3127,0.05,-0.1743,0.5435
288,"b33",-0.00201,0.1673,500,-0.01,0.9904,0.05,-0.3306,0.3266
288,"b43",-1.1801,0.3994,500,-2.95,0.0033,0.05,-1.9649,-0.3953
288,"b53",0.2136,0.1588,500,1.35,0.1792,0.05,-0.09838,0.5257
289,"b03",2.4888,0.5989,500,4.16,"<.0001",0.05,1.3121,3.6655
289,"b13",0.06531,0.4355,500,0.15,"0.8808",0.05,-0.7903,0.9209
289,"b23",-0.5353,0.2333,500,-2.29,"0.0222",0.05,-0.9936,-0.07702
289,"b33",0.563,0.2226,500,2.53,"0.0117",0.05,0.1256,1.0004
289,"b43",-1.8796,0.4467,500,-4.21,"<.0001",0.05,-2.7572,-1.0019
289,"b53",0.7481,0.2763,500,2.71,"0.0070",0.05,0.2052,1.2909
290,"b03",0.5125,0.6073,500,0.84,0.3991,0.05,-0.6806,1.7056
290,"b13",0.1363,0.3959,500,0.34,0.7308,0.05,-0.6415,0.914
290,"b23",0.03145,0.1962,500,0.16,0.8727,0.05,-0.3541,0.417
290,"b33",-0.02534,0.1865,500,-0.14,0.892,0.05,-0.3917,0.3411
290,"b43",-0.9952,0.4292,500,-2.32,0.0208,0.05,-1.8385,-0.152
290,"b53",-0.48,0.2591,500,-1.85,0.0646,0.05,-0.9891,0.02915
291,"b03",1.8234,0.7084,500,2.57,0.0103,0.05,0.4316,3.2152
291,"b13",-0.2272,0.654,500,-0.35,0.7284,0.05,-1.5122,1.0577
291,"b23",-1.0033,0.3887,500,-2.58,0.0101,0.05,-1.7671,-0.2396
291,"b33",0.4787,0.4651,500,1.03,0.3039,0.05,-0.4351,1.3924
291,"b43",-0.2434,0.4806,500,-0.51,0.6128,0.05,-1.1877,0.7009
291,"b53",0.7922,0.4235,500,1.87,0.062,0.05,-0.03986,1.6242
292,"b03",1.4985,0.548,500,2.73,0.0065,0.05,0.4218,2.5753
292,"b13",0.2029,0.3766,500,0.54,0.5903,0.05,-0.537,0.9427
292,"b23",0.004876,0.102,500,0.05,0.9619,0.05,-0.1955,0.2053
292,"b33",0.2276,0.2197,500,1.04,0.3008,0.05,-0.2041,0.6592
292,"b43",-0.7886,0.3487,500,-2.26,0.0241,0.05,-1.4737,-0.1035
292,"b53",-0.07166,0.1261,500,-0.57,0.5701,0.05,-0.3194,0.1761
293,"b03",1.5017,0.4746,500,3.16,0.0017,0.05,0.5692,2.4342
293,"b13",-0.06859,0.1848,500,-0.37,0.7107,0.05,-0.4317,0.2945
293,"b23",-0.06114,0.09881,500,-0.62,0.5363,0.05,-0.2553,0.133
293,"b33",-0.03924,0.09571,500,-0.41,0.682,0.05,-0.2273,0.1488
293,"b43",-0.7567,0.5015,500,-1.51,0.1319,0.05,-1.7419,0.2285
293,"b53",0.1212,0.1282,500,0.95,0.3447,0.05,-0.1306,0.373
294,"b03",1.1905,0.5468,500,2.18,0.0299,0.05,0.1163,2.2648
294,"b13",-0.1287,0.3766,500,-0.34,0.7326,0.05,-0.8687,0.6112
294,"b23",0.02659,0.0977,500,0.27,0.7856,0.05,-0.1654,0.2185
294,"b33",0.06113,0.1162,500,0.53,0.5991,0.05,-0.1672,0.2895
294,"b43",-0.4011,0.2579,500,-1.56,0.1205,0.05,-0.9079,0.1056
294,"b53",0.2266,0.1691,500,1.34,0.1808,0.05,-0.1056,0.5589
295,"b03",2.5564,0.6551,500,3.9,1e-04,0.05,1.2693,3.8435
295,"b13",-0.3596,0.3976,500,-0.9,0.3662,0.05,-1.1407,0.4216
295,"b23",-0.167,0.1305,500,-1.28,0.2012,0.05,-0.4234,0.08937
295,"b33",0.2823,0.1399,500,2.02,0.0442,0.05,0.007376,0.5573
295,"b43",-0.9395,0.2717,500,-3.46,6e-04,0.05,-1.4733,-0.4056
295,"b53",0.3403,0.2459,500,1.38,0.167,0.05,-0.1428,0.8233
296,"b03",2.4718,0.4769,500,5.18,"<.0001",0.05,1.5348,3.4088
296,"b13",0.4341,0.3394,500,1.28,"0.2015",0.05,-0.2327,1.1008
296,"b23",-0.09238,0.1547,500,-0.6,"0.5507",0.05,-0.3963,0.2115
296,"b33",0.001627,0.1953,500,0.01,"0.9934",0.05,-0.3822,0.3854
296,"b43",-0.9752,0.2692,500,-3.62,"0.0003",0.05,-1.5041,-0.4463
296,"b53",0.4976,0.2499,500,1.99,"0.0470",0.05,0.006725,0.9886
297,"b03",1.2512,0.6372,500,1.96,0.0501,0.05,-0.00081,2.5032
297,"b13",0.1417,0.4017,500,0.35,0.7245,0.05,-0.6476,0.9309
297,"b23",-0.3147,0.3146,500,-1,0.3176,0.05,-0.9328,0.3034
297,"b33",-0.2694,0.2377,500,-1.13,0.2575,0.05,-0.7364,0.1975
297,"b43",-0.5522,0.4005,500,-1.38,0.1686,0.05,-1.3391,0.2347
297,"b53",0.1093,0.2067,500,0.53,0.597,0.05,-0.2967,0.5154
298,"b03",0.4902,0.7082,500,0.69,0.4892,0.05,-0.9013,1.8817
298,"b13",0.3882,0.4452,500,0.87,0.3836,0.05,-0.4864,1.2628
298,"b23",0.0589,0.1142,500,0.52,0.6064,0.05,-0.1655,0.2833
298,"b33",0.1688,0.1746,500,0.97,0.3342,0.05,-0.1743,0.5119
298,"b43",-0.5571,0.3611,500,-1.54,0.1236,0.05,-1.2666,0.1524
298,"b53",-0.01782,0.1218,500,-0.15,0.8837,0.05,-0.257,0.2214
299,"b03",2.7502,0.5632,500,4.88,"<.0001",0.05,1.6437,3.8567
299,"b13",0.2813,0.3247,500,0.87,"0.3867",0.05,-0.3566,0.9193
299,"b23",-0.4506,0.2468,500,-1.83,"0.0685",0.05,-0.9355,0.03427
299,"b33",0.1317,0.1435,500,0.92,"0.3592",0.05,-0.1502,0.4136
299,"b43",-0.9725,0.2825,500,-3.44,"0.0006",0.05,-1.5275,-0.4174
299,"b53",0.733,0.3184,500,2.3,"0.0217",0.05,0.1074,1.3585
300,"b03",2.0423,0.5953,500,3.43,7e-04,0.05,0.8726,3.2119
300,"b13",-0.04968,0.3067,500,-0.16,0.8714,0.05,-0.6522,0.5528
300,"b23",0.2487,0.1975,500,1.26,0.2086,0.05,-0.1394,0.6368
300,"b33",-0.1056,0.1875,500,-0.56,0.5738,0.05,-0.474,0.2629
300,"b43",-1.4555,0.4451,500,-3.27,0.0011,0.05,-2.3299,-0.581
300,"b53",0.06011,0.1865,500,0.32,0.7474,0.05,-0.3063,0.4265
301,"b03",2.6797,0.5061,500,5.3,"<.0001",0.05,1.6854,3.6739
301,"b13",-0.297,0.3346,500,-0.89,"0.3752",0.05,-0.9545,0.3605
301,"b23",-0.04809,0.1335,500,-0.36,"0.7189",0.05,-0.3104,0.2143
301,"b33",0.1157,0.2108,500,0.55,"0.5833",0.05,-0.2984,0.5299
301,"b43",-1.04,0.2309,500,-4.5,"<.0001",0.05,-1.4936,-0.5863
301,"b53",0.3549,0.1923,500,1.85,"0.0655",0.05,-0.02284,0.7327
302,"b03",2.1318,0.6134,500,3.48,6e-04,0.05,0.9267,3.3369
302,"b13",-0.5079,0.4741,500,-1.07,0.2846,0.05,-1.4394,0.4236
302,"b23",-0.1579,0.2401,500,-0.66,0.511,0.05,-0.6296,0.3138
302,"b33",0.2089,0.1292,500,1.62,0.1065,0.05,-0.04491,0.4627
302,"b43",-0.652,0.2878,500,-2.27,0.0239,0.05,-1.2174,-0.08663
302,"b53",0.1359,0.1305,500,1.04,0.2985,0.05,-0.1206,0.3923
303,"b03",2.0085,0.6005,500,3.34,9e-04,0.05,0.8287,3.1884
303,"b13",-0.1665,0.3308,500,-0.5,0.6149,0.05,-0.8164,0.4834
303,"b23",-0.116,0.1159,500,-1,0.3177,0.05,-0.3437,0.1118
303,"b33",-0.02548,0.121,500,-0.21,0.8333,0.05,-0.2632,0.2123
303,"b43",-1.1246,0.4116,500,-2.73,0.0065,0.05,-1.9332,-0.316
303,"b53",0.2365,0.1476,500,1.6,0.1097,0.05,-0.05347,0.5265
304,"b03",0.6226,0.5814,500,1.07,0.2848,0.05,-0.5197,1.7648
304,"b13",0.1418,0.1959,500,0.72,0.4694,0.05,-0.2431,0.5267
304,"b23",-0.2035,0.212,500,-0.96,0.3375,0.05,-0.6201,0.213
304,"b33",0.000839,0.09055,500,0.01,0.9926,0.05,-0.1771,0.1787
304,"b43",-0.4995,0.4048,500,-1.23,0.2177,0.05,-1.2947,0.2957
304,"b53",-0.0189,0.1264,500,-0.15,0.8812,0.05,-0.2672,0.2294
305,"b03",2.363,0.5052,500,4.68,"<.0001",0.05,1.3704,3.3555
305,"b13",0.05341,0.3692,500,0.14,"0.8850",0.05,-0.6719,0.7787
305,"b23",-0.2986,0.1718,500,-1.74,"0.0828",0.05,-0.6361,0.03893
305,"b33",0.02318,0.162,500,0.14,"0.8862",0.05,-0.295,0.3414
305,"b43",-1.5189,0.3996,500,-3.8,"0.0002",0.05,-2.3039,-0.7338
305,"b53",-0.1198,0.1784,500,-0.67,"0.5022",0.05,-0.4703,0.2307
306,"b03",1.4858,0.5273,500,2.82,0.005,0.05,0.4498,2.5218
306,"b13",0.4604,0.3761,500,1.22,0.2215,0.05,-0.2786,1.1994
306,"b23",-0.06776,0.1109,500,-0.61,0.5415,0.05,-0.2857,0.1501
306,"b33",0.09268,0.1142,500,0.81,0.4175,0.05,-0.1317,0.3171
306,"b43",-1.0365,0.4215,500,-2.46,0.0143,0.05,-1.8647,-0.2082
306,"b53",0.1536,0.129,500,1.19,0.2346,0.05,-0.09996,0.4071
307,"b03",2.8113,0.552,500,5.09,"<.0001",0.05,1.7268,3.8958
307,"b13",0.251,0.3168,500,0.79,"0.4286",0.05,-0.3715,0.8735
307,"b23",-0.1058,0.1667,500,-0.63,"0.5258",0.05,-0.4333,0.2217
307,"b33",0.08345,0.1628,500,0.51,"0.6084",0.05,-0.2363,0.4032
307,"b43",-1.3227,0.3881,500,-3.41,"0.0007",0.05,-2.0852,-0.5602
307,"b53",0.299,0.1693,500,1.77,"0.0781",0.05,-0.03371,0.6316
308,"b03",-0.2651,0.763,500,-0.35,0.7284,0.05,-1.7642,1.2339
308,"b13",0.05524,0.3631,500,0.15,0.8791,0.05,-0.6582,0.7687
308,"b23",0.2009,0.2188,500,0.92,0.3589,0.05,-0.2289,0.6307
308,"b33",-0.08055,0.2082,500,-0.39,0.699,0.05,-0.4896,0.3285
308,"b43",-0.4558,0.6669,500,-0.68,0.4946,0.05,-1.766,0.8543
308,"b53",-0.07355,0.1834,500,-0.4,0.6885,0.05,-0.4338,0.2867
309,"b03",1.4679,0.4877,500,3.01,0.0027,0.05,0.5097,2.4261
309,"b13",0.5578,0.3804,500,1.47,0.1432,0.05,-0.1897,1.3052
309,"b23",0.02982,0.1689,500,0.18,0.86,0.05,-0.3021,0.3617
309,"b33",-0.00411,0.1665,500,-0.02,0.9803,0.05,-0.3313,0.323
309,"b43",-1.2648,0.363,500,-3.48,5e-04,0.05,-1.978,-0.5516
309,"b53",0.01127,0.1585,500,0.07,0.9434,0.05,-0.3002,0.3227
310,"b03",2.0013,0.508,500,3.94,"<.0001",0.05,1.0033,2.9994
310,"b13",-0.09845,0.2043,500,-0.48,"0.6301",0.05,-0.4999,0.303
310,"b23",0.07261,0.08379,500,0.87,"0.3866",0.05,-0.09202,0.2372
310,"b33",0.1747,0.1219,500,1.43,"0.1524",0.05,-0.06476,0.4141
310,"b43",-0.7723,0.206,500,-3.75,"0.0002",0.05,-1.177,-0.3676
310,"b53",0.2598,0.1063,500,2.44,"0.0149",0.05,0.05083,0.4687
311,"b03",0.8845,0.5912,500,1.5,0.1352,0.05,-0.2769,2.046
311,"b13",-0.02357,0.1548,500,-0.15,0.879,0.05,-0.3277,0.2806
311,"b23",-0.00964,0.2766,500,-0.03,0.9722,0.05,-0.5531,0.5338
311,"b33",0.02241,0.18,500,0.12,0.901,0.05,-0.3313,0.3761
311,"b43",-0.3027,0.2567,500,-1.18,0.239,0.05,-0.807,0.2017
311,"b53",0.07197,0.1972,500,0.36,0.7153,0.05,-0.3155,0.4594
312,"b03",2.0403,0.4498,500,4.54,"<.0001",0.05,1.1566,2.9241
312,"b13",0.1596,0.2096,500,0.76,"0.4467",0.05,-0.2522,0.5715
312,"b23",0.03796,0.09774,500,0.39,"0.6979",0.05,-0.1541,0.23
312,"b33",-0.07127,0.1139,500,-0.63,"0.5319",0.05,-0.2951,0.1526
312,"b43",-1.0067,0.3792,500,-2.65,"0.0082",0.05,-1.7517,-0.2616
312,"b53",0.01953,0.1843,500,0.11,"0.9157",0.05,-0.3425,0.3816
313,"b03",2.2605,0.461,500,4.9,"<.0001",0.05,1.3547,3.1663
313,"b13",0.1832,0.2607,500,0.7,"0.4827",0.05,-0.3291,0.6954
313,"b23",-0.06795,0.1223,500,-0.56,"0.5788",0.05,-0.3083,0.1724
313,"b33",0.00359,0.1312,500,0.03,"0.9782",0.05,-0.2542,0.2614
313,"b43",-1.178,0.3704,500,-3.18,"0.0016",0.05,-1.9057,-0.4502
313,"b53",0.1682,0.1349,500,1.25,"0.2130",0.05,-0.09681,0.4332
314,"b03",0.9801,0.5461,500,1.79,0.0733,0.05,-0.09291,2.0531
314,"b13",0.2008,0.4574,500,0.44,0.6608,0.05,-0.6978,1.0995
314,"b23",0.04607,0.1999,500,0.23,0.8178,0.05,-0.3467,0.4389
314,"b33",0.1481,0.2558,500,0.58,0.5628,0.05,-0.3544,0.6506
314,"b43",-0.4177,0.3695,500,-1.13,0.2589,0.05,-1.1437,0.3084
314,"b53",0.08461,0.3081,500,0.27,0.7838,0.05,-0.5208,0.69
315,"b03",1.4308,0.5566,500,2.57,0.0104,0.05,0.3373,2.5244
315,"b13",0.9896,0.507,500,1.95,0.0515,0.05,-0.00655,1.9857
315,"b23",0.07848,0.1998,500,0.39,0.6946,0.05,-0.3141,0.471
315,"b33",0.3307,0.2369,500,1.4,0.1634,0.05,-0.1348,0.7962
315,"b43",-1.3334,0.4013,500,-3.32,0.001,0.05,-2.1218,-0.545
315,"b53",0.1122,0.1849,500,0.61,0.5443,0.05,-0.2511,0.4756
316,"b03",0.5724,0.8766,500,0.65,0.514,0.05,-1.1498,2.2947
316,"b13",-0.04861,0.3109,500,-0.16,0.8758,0.05,-0.6594,0.5622
316,"b23",-0.00952,0.03114,500,-0.31,0.76,0.05,-0.0707,0.05166
316,"b33",0.05367,0.2477,500,0.22,0.8286,0.05,-0.433,0.5403
316,"b43",-0.214,0.3069,500,-0.7,0.486,0.05,-0.8169,0.389
316,"b53",0.05363,0.144,500,0.37,0.7098,0.05,-0.2293,0.3366
317,"b03",3.4427,0.5757,500,5.98,"<.0001",0.05,2.3116,4.5738
317,"b13",0.5563,0.3832,500,1.45,"0.1472",0.05,-0.1966,1.3092
317,"b23",-0.1724,0.1988,500,-0.87,"0.3865",0.05,-0.563,0.2183
317,"b33",-0.1117,0.1843,500,-0.61,"0.5449",0.05,-0.4737,0.2504
317,"b43",-1.8825,0.5214,500,-3.61,"0.0003",0.05,-2.9069,-0.8581
317,"b53",0.3185,0.2033,500,1.57,"0.1180",0.05,-0.08107,0.718
318,"b03",1.7018,0.4572,500,3.72,2e-04,0.05,0.8036,2.6
318,"b13",0.01788,0.2896,500,0.06,0.9508,0.05,-0.551,0.5868
318,"b23",-0.07009,0.1351,500,-0.52,0.604,0.05,-0.3355,0.1953
318,"b33",-0.02461,0.08981,500,-0.27,0.7842,0.05,-0.2011,0.1518
318,"b43",-0.6786,0.2642,500,-2.57,0.0105,0.05,-1.1976,-0.1596
318,"b53",0.2444,0.1738,500,1.41,0.1602,0.05,-0.09705,0.5859
319,"b03",3.9784,0.898,500,4.43,"<.0001",0.05,2.2142,5.7426
319,"b13",-1.5252,0.6552,500,-2.33,"0.0203",0.05,-2.8124,-0.2379
319,"b23",-0.3571,0.2576,500,-1.39,"0.1662",0.05,-0.8632,0.1489
319,"b33",0.2842,0.2413,500,1.18,"0.2394",0.05,-0.1899,0.7583
319,"b43",-1.6111,0.4595,500,-3.51,"0.0005",0.05,-2.5138,-0.7083
319,"b53",0.9705,0.3187,500,3.05,"0.0024",0.05,0.3444,1.5967
320,"b03",3.1196,0.6718,500,4.64,"<.0001",0.05,1.7996,4.4395
320,"b13",-0.8181,0.5805,500,-1.41,"0.1593",0.05,-1.9586,0.3224
320,"b23",-0.3565,0.2697,500,-1.32,"0.1869",0.05,-0.8863,0.1734
320,"b33",0.1337,0.2435,500,0.55,"0.5832",0.05,-0.3448,0.6122
320,"b43",-0.7747,0.3108,500,-2.49,"0.0130",0.05,-1.3852,-0.1641
320,"b53",0.1259,0.2556,500,0.49,"0.6227",0.05,-0.3764,0.6281
321,"b03",2.2873,0.5508,500,4.15,"<.0001",0.05,1.2052,3.3694
321,"b13",0.0692,0.303,500,0.23,"0.8195",0.05,-0.5261,0.6645
321,"b23",-0.1643,0.1815,500,-0.91,"0.3657",0.05,-0.5209,0.1923
321,"b33",0.1053,0.1486,500,0.71,"0.4791",0.05,-0.1868,0.3973
321,"b43",-1.1519,0.3682,500,-3.13,"0.0019",0.05,-1.8752,-0.4286
321,"b53",0.3783,0.1949,500,1.94,"0.0529",0.05,-0.00474,0.7613
322,"b03",2.2236,0.5245,500,4.24,"<.0001",0.05,1.1931,3.2542
322,"b13",0.3507,0.4007,500,0.88,"0.3819",0.05,-0.4365,1.138
322,"b23",0.2043,0.1907,500,1.07,"0.2845",0.05,-0.1703,0.5789
322,"b33",0.116,0.1808,500,0.64,"0.5213",0.05,-0.2392,0.4713
322,"b43",-1.3036,0.3732,500,-3.49,"0.0005",0.05,-2.0367,-0.5705
322,"b53",0.3261,0.1994,500,1.64,"0.1026",0.05,-0.06564,0.7179
323,"b03",2.078,0.5391,500,3.85,1e-04,0.05,1.0189,3.1371
323,"b13",0.2812,0.3883,500,0.72,0.4693,0.05,-0.4817,1.0441
323,"b23",0.06335,0.1679,500,0.38,0.7061,0.05,-0.2665,0.3932
323,"b33",0.04906,0.2003,500,0.24,0.8066,0.05,-0.3446,0.4427
323,"b43",-1.308,0.4936,500,-2.65,0.0083,0.05,-2.2779,-0.3382
323,"b53",0.3024,0.2044,500,1.48,0.1397,0.05,-0.09921,0.704
324,"b03",1.8326,0.6195,500,2.96,0.0032,0.05,0.6154,3.0497
324,"b13",0.4293,0.4753,500,0.9,0.3669,0.05,-0.5046,1.3631
324,"b23",-0.6196,0.2604,500,-2.38,0.0177,0.05,-1.1313,-0.1079
324,"b33",0.1576,0.2354,500,0.67,0.5036,0.05,-0.3049,0.6201
324,"b43",-1.4427,0.4771,500,-3.02,0.0026,0.05,-2.3801,-0.5054
324,"b53",0.8133,0.2994,500,2.72,0.0068,0.05,0.225,1.4015
325,"b03",1.7914,0.7004,500,2.56,0.0108,0.05,0.4153,3.1676
325,"b13",-0.5102,0.6473,500,-0.79,0.4309,0.05,-1.7819,0.7614
325,"b23",-0.2766,0.2153,500,-1.28,0.1996,0.05,-0.6997,0.1465
325,"b33",0.06514,0.1758,500,0.37,0.7111,0.05,-0.2802,0.4105
325,"b43",-0.5013,0.2963,500,-1.69,0.0913,0.05,-1.0835,0.08093
325,"b53",0.4459,0.2357,500,1.89,0.0591,0.05,-0.01722,0.909
326,"b03",1.6215,0.5437,500,2.98,0.003,0.05,0.5533,2.6897
326,"b13",0.02895,0.2348,500,0.12,0.9019,0.05,-0.4323,0.4903
326,"b23",0.1176,0.2079,500,0.57,0.5719,0.05,-0.2908,0.526
326,"b33",0.2078,0.1545,500,1.35,0.1791,0.05,-0.09568,0.5114
326,"b43",-0.7177,0.3697,500,-1.94,0.0527,0.05,-1.444,0.008545
326,"b53",0.3635,0.1977,500,1.84,0.0666,0.05,-0.02495,0.752
327,"b03",1.6984,0.5169,500,3.29,0.0011,0.05,0.6828,2.7141
327,"b13",0.1686,0.3296,500,0.51,0.6092,0.05,-0.479,0.8162
327,"b23",-0.04075,0.1556,500,-0.26,0.7934,0.05,-0.3464,0.2649
327,"b33",0.003767,0.1664,500,0.02,0.9819,0.05,-0.3231,0.3307
327,"b43",-1.2554,0.4431,500,-2.83,0.0048,0.05,-2.126,-0.3848
327,"b53",0.1204,0.1724,500,0.7,0.4851,0.05,-0.2183,0.4592
328,"b03",1.1894,0.7406,500,1.61,0.1089,0.05,-0.2657,2.6445
328,"b13",0.3467,0.4523,500,0.77,0.4438,0.05,-0.542,1.2354
328,"b23",-0.1525,0.1946,500,-0.78,0.4337,0.05,-0.5349,0.2299
328,"b33",0.1429,0.2015,500,0.71,0.4785,0.05,-0.253,0.5388
328,"b43",-1.0389,0.5958,500,-1.74,0.0818,0.05,-2.2094,0.1317
328,"b53",-0.0082,0.2047,500,-0.04,0.9681,0.05,-0.4105,0.3941
329,"b03",1.7607,0.5606,500,3.14,0.0018,0.05,0.6593,2.8622
329,"b13",-0.7158,0.5281,500,-1.36,0.1759,0.05,-1.7535,0.3218
329,"b23",-0.1848,0.1909,500,-0.97,0.3336,0.05,-0.5598,0.1903
329,"b33",-0.0736,0.2163,500,-0.34,0.7338,0.05,-0.4986,0.3514
329,"b43",-0.4419,0.3517,500,-1.26,0.2095,0.05,-1.1328,0.249
329,"b53",0.6445,0.2899,500,2.22,0.0266,0.05,0.07497,1.214
330,"b03",1.699,0.5847,500,2.91,0.0038,0.05,0.5503,2.8478
330,"b13",0.06827,0.1947,500,0.35,0.726,0.05,-0.3142,0.4507
330,"b23",-0.1331,0.1801,500,-0.74,0.4602,0.05,-0.4869,0.2207
330,"b33",0.1315,0.1166,500,1.13,0.2598,0.05,-0.09752,0.3605
330,"b43",-0.7509,0.3518,500,-2.13,0.0333,0.05,-1.4421,-0.05967
