"loop","Label","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper"
484,"b33",0.1651,0.106,500,1.56,0.1199,0.05,-0.04312,0.3734
484,"b43",-0.6296,0.3903,500,-1.61,0.1073,0.05,-1.3964,0.1372
484,"b53",0.41,0.2067,500,1.98,0.0479,0.05,0.003769,0.8162
485,"b03",1.7259,0.6787,500,2.54,0.0113,0.05,0.3925,3.0593
485,"b13",-0.1828,0.5198,500,-0.35,0.7252,0.05,-1.2041,0.8385
485,"b23",-0.4071,0.2794,500,-1.46,0.1458,0.05,-0.956,0.1419
485,"b33",0.5217,0.3055,500,1.71,0.0883,0.05,-0.07842,1.1219
485,"b43",-0.5827,0.4302,500,-1.35,0.1761,0.05,-1.4278,0.2624
485,"b53",0.4598,0.3245,500,1.42,0.1572,0.05,-0.1779,1.0974
486,"b03",1.6809,0.6405,500,2.62,0.0089,0.05,0.4225,2.9392
486,"b13",-0.05443,0.3399,500,-0.16,0.8728,0.05,-0.7223,0.6134
486,"b23",0.0716,0.1068,500,0.67,0.5028,0.05,-0.1382,0.2814
486,"b33",0.186,0.1509,500,1.23,0.2181,0.05,-0.1103,0.4824
486,"b43",-0.801,0.4098,500,-1.95,0.0512,0.05,-1.6061,0.004212
486,"b53",0.2762,0.2642,500,1.05,0.2964,0.05,-0.2429,0.7952
487,"b03",1.5751,0.6447,500,2.44,0.0149,0.05,0.3085,2.8417
487,"b13",0.4802,0.4345,500,1.11,0.2696,0.05,-0.3735,1.334
487,"b23",-0.08442,0.2104,500,-0.4,0.6884,0.05,-0.4977,0.3289
487,"b33",-0.127,0.1884,500,-0.67,0.5006,0.05,-0.4972,0.2432
487,"b43",-1.6272,0.4945,500,-3.29,0.0011,0.05,-2.5988,-0.6555
487,"b53",-0.1211,0.2164,500,-0.56,0.5762,0.05,-0.5462,0.3041
488,"b03",1.5446,0.5515,500,2.8,0.0053,0.05,0.4611,2.6281
488,"b13",0.1337,0.3195,500,0.42,0.6758,0.05,-0.494,0.7613
488,"b23",0.1763,0.2581,500,0.68,0.4949,0.05,-0.3308,0.6835
488,"b33",0.1066,0.1532,500,0.7,0.4868,0.05,-0.1943,0.4075
488,"b43",-0.8697,0.3652,500,-2.38,0.0176,0.05,-1.5872,-0.1521
488,"b53",0.1529,0.1762,500,0.87,0.3861,0.05,-0.1933,0.499
489,"b03",2.1293,0.5368,500,3.97,"<.0001",0.05,1.0746,3.1839
489,"b13",-0.4714,0.4561,500,-1.03,"0.3019",0.05,-1.3676,0.4248
489,"b23",0.01886,0.1988,500,0.09,"0.9245",0.05,-0.3718,0.4095
489,"b33",0.003267,0.199,500,0.02,"0.9869",0.05,-0.3877,0.3943
489,"b43",-0.3113,0.2941,500,-1.06,"0.2904",0.05,-0.8892,0.2666
489,"b53",0.5993,0.3121,500,1.92,"0.0554",0.05,-0.01392,1.2125
490,"b03",2.2832,0.8359,500,2.73,0.0065,0.05,0.6409,3.9255
490,"b13",-0.4377,0.5741,500,-0.76,0.4462,0.05,-1.5657,0.6903
490,"b23",-0.1977,0.2324,500,-0.85,0.3954,0.05,-0.6543,0.259
490,"b33",0.1991,0.2311,500,0.86,0.3893,0.05,-0.2549,0.6532
490,"b43",-0.7614,0.379,500,-2.01,0.0451,0.05,-1.5061,-0.01676
490,"b53",0.3085,0.2939,500,1.05,0.2943,0.05,-0.2689,0.886
491,"b03",1.234,0.4827,500,2.56,0.0109,0.05,0.2856,2.1825
491,"b13",0.5865,0.3529,500,1.66,0.0972,0.05,-0.1069,1.2798
491,"b23",0.2168,0.2088,500,1.04,0.2996,0.05,-0.1934,0.627
491,"b33",-0.1125,0.154,500,-0.73,0.4655,0.05,-0.4149,0.19
491,"b43",-1.0513,0.3146,500,-3.34,9e-04,0.05,-1.6695,-0.4332
491,"b53",0.1161,0.1706,500,0.68,0.4965,0.05,-0.219,0.4512
492,"b03",1.5534,0.7126,500,2.18,0.0297,0.05,0.1534,2.9535
492,"b13",0.07058,0.5261,500,0.13,0.8933,0.05,-0.9631,1.1042
492,"b23",-0.144,0.2519,500,-0.57,0.5679,0.05,-0.6389,0.3509
492,"b33",0.145,0.2618,500,0.55,0.5799,0.05,-0.3693,0.6593
492,"b43",-0.5405,0.498,500,-1.09,0.2783,0.05,-1.519,0.4379
492,"b53",0.7862,0.3454,500,2.28,0.0232,0.05,0.1076,1.4648
493,"b03",1.2117,0.6276,500,1.93,0.0541,0.05,-0.02146,2.4448
493,"b13",0.05636,0.3874,500,0.15,0.8844,0.05,-0.7049,0.8176
493,"b23",0.06979,0.1733,500,0.4,0.6874,0.05,-0.2708,0.4103
493,"b33",-0.02592,0.1969,500,-0.13,0.8953,0.05,-0.4128,0.361
493,"b43",-0.5094,0.4465,500,-1.14,0.2545,0.05,-1.3867,0.3679
493,"b53",0.4546,0.3506,500,1.3,0.1953,0.05,-0.2342,1.1435
494,"b03",1.9967,0.4463,500,4.47,"<.0001",0.05,1.1199,2.8735
494,"b13",0.1197,0.2736,500,0.44,"0.6621",0.05,-0.418,0.6573
494,"b23",0.1638,0.1721,500,0.95,"0.3417",0.05,-0.1743,0.5019
494,"b33",0.2593,0.1561,500,1.66,"0.0972",0.05,-0.0473,0.566
494,"b43",-1.1164,0.3026,500,-3.69,"0.0002",0.05,-1.7109,-0.5219
494,"b53",-0.09207,0.1852,500,-0.5,"0.6193",0.05,-0.4559,0.2717
495,"b03",2.1768,0.5205,500,4.18,"<.0001",0.05,1.1543,3.1993
495,"b13",-0.2957,0.3983,500,-0.74,"0.4581",0.05,-1.0782,0.4867
495,"b23",-0.1197,0.2108,500,-0.57,"0.5702",0.05,-0.5338,0.2944
495,"b33",0.05695,0.2046,500,0.28,"0.7809",0.05,-0.3451,0.459
495,"b43",-0.7422,0.2445,500,-3.03,"0.0025",0.05,-1.2226,-0.2617
495,"b53",0.2289,0.1461,500,1.57,"0.1179",0.05,-0.05823,0.516
496,"b03",1.6546,0.3877,500,4.27,"<.0001",0.05,0.8929,2.4162
496,"b13",0.02393,0.1669,500,0.14,"0.8861",0.05,-0.3041,0.3519
496,"b23",0.05307,0.1644,500,0.32,"0.7470",0.05,-0.2699,0.376
496,"b33",0.1492,0.1148,500,1.3,"0.1942",0.05,-0.07628,0.3747
496,"b43",-0.7658,0.2787,500,-2.75,"0.0062",0.05,-1.3134,-0.2181
496,"b53",0.1137,0.1002,500,1.13,"0.2571",0.05,-0.0832,0.3106
497,"b03",1.5008,0.5871,500,2.56,0.0109,0.05,0.3473,2.6543
497,"b13",-0.04512,0.1632,500,-0.28,0.7823,0.05,-0.3657,0.2754
497,"b23",-0.12,0.1098,500,-1.09,0.2752,0.05,-0.3357,0.09578
497,"b33",0.1869,0.2132,500,0.88,0.381,0.05,-0.232,0.6058
497,"b43",-0.6231,0.3689,500,-1.69,0.0918,0.05,-1.3478,0.1017
497,"b53",0.1247,0.2459,500,0.51,0.6121,0.05,-0.3583,0.6078
498,"b03",1.6809,0.6405,500,2.62,0.0089,0.05,0.4225,2.9392
498,"b13",-0.05443,0.3399,500,-0.16,0.8728,0.05,-0.7223,0.6134
498,"b23",0.0716,0.1068,500,0.67,0.5028,0.05,-0.1382,0.2814
498,"b33",0.186,0.1509,500,1.23,0.2181,0.05,-0.1103,0.4824
498,"b43",-0.801,0.4098,500,-1.95,0.0512,0.05,-1.6061,0.004212
498,"b53",0.2762,0.2642,500,1.05,0.2964,0.05,-0.2429,0.7952
499,"b03",2.2996,0.5325,500,4.32,"<.0001",0.05,1.2535,3.3458
499,"b13",-0.1013,0.3422,500,-0.3,"0.7673",0.05,-0.7736,0.571
499,"b23",-0.3511,0.2006,500,-1.75,"0.0806",0.05,-0.7451,0.04294
499,"b33",0.1561,0.1589,500,0.98,"0.3264",0.05,-0.1561,0.4684
499,"b43",-0.9118,0.3199,500,-2.85,"0.0045",0.05,-1.5402,-0.2833
499,"b53",0.6334,0.3425,500,1.85,"0.0650",0.05,-0.03953,1.3064
500,"b03",2.0298,0.633,500,3.21,0.0014,0.05,0.7862,3.2735
500,"b13",-0.9014,0.5305,500,-1.7,0.0899,0.05,-1.9437,0.1408
500,"b23",-0.1443,0.1727,500,-0.84,0.4038,0.05,-0.4836,0.195
500,"b33",0.01203,0.1919,500,0.06,0.95,0.05,-0.365,0.3891
500,"b43",-0.4949,0.348,500,-1.42,0.1556,0.05,-1.1785,0.1888
500,"b53",0.681,0.3488,500,1.95,0.0514,0.05,-0.00424,1.3662
501,"b03",0.7526,0.5685,500,1.32,0.1862,0.05,-0.3643,1.8695
501,"b13",0.119,0.25,500,0.48,0.6345,0.05,-0.3723,0.6102
501,"b23",-0.1339,0.1659,500,-0.81,0.4202,0.05,-0.4598,0.1921
501,"b33",0.1135,0.1857,500,0.61,0.5413,0.05,-0.2513,0.4783
501,"b43",-0.1631,0.3094,500,-0.53,0.5983,0.05,-0.771,0.4448
501,"b53",0.1463,0.1247,500,1.17,0.2413,0.05,-0.09872,0.3913
502,"b03",1.5388,0.5559,500,2.77,0.0059,0.05,0.4466,2.6311
502,"b13",0.2747,0.3525,500,0.78,0.4362,0.05,-0.4179,0.9673
502,"b23",0.1358,0.1538,500,0.88,0.3776,0.05,-0.1663,0.438
502,"b33",0.118,0.1456,500,0.81,0.4182,0.05,-0.1681,0.4041
502,"b43",-0.9006,0.4087,500,-2.2,0.028,0.05,-1.7036,-0.09762
502,"b53",0.3671,0.234,500,1.57,0.1172,0.05,-0.09255,0.8268
503,"b03",1.215,0.4213,500,2.88,0.0041,0.05,0.3872,2.0428
503,"b13",0.2466,0.1531,500,1.61,0.108,0.05,-0.05428,0.5475
503,"b23",-0.02295,0.07115,500,-0.32,0.7472,0.05,-0.1627,0.1168
503,"b33",0.03891,0.1259,500,0.31,0.7575,0.05,-0.2085,0.2863
503,"b43",-0.4493,0.2108,500,-2.13,0.0335,0.05,-0.8635,-0.03513
503,"b53",0.1251,0.2572,500,0.49,0.6268,0.05,-0.3802,0.6304
504,"b03",1.8732,0.5445,500,3.44,6e-04,0.05,0.8034,2.943
504,"b13",0.06483,0.4929,500,0.13,0.8954,0.05,-0.9035,1.0332
504,"b23",-0.4637,0.2236,500,-2.07,0.0386,0.05,-0.9029,-0.02444
504,"b33",-0.493,0.283,500,-1.74,0.0821,0.05,-1.0491,0.06306
504,"b43",-0.9872,0.2869,500,-3.44,6e-04,0.05,-1.5508,-0.4236
504,"b53",0.3522,0.2387,500,1.48,0.1406,0.05,-0.1167,0.8211
505,"b03",1.3839,0.4608,500,3,0.0028,0.05,0.4786,2.2891
505,"b13",0.2392,0.3612,500,0.66,0.508,0.05,-0.4703,0.9488
505,"b23",-0.2774,0.2108,500,-1.32,0.1888,0.05,-0.6914,0.1367
505,"b33",0.4172,0.2343,500,1.78,0.0755,0.05,-0.04301,0.8775
505,"b43",-0.8624,0.4102,500,-2.1,0.036,0.05,-1.6682,-0.05652
505,"b53",0.4615,0.2301,500,2.01,0.0455,0.05,0.009322,0.9137
506,"b03",2.4762,0.5978,500,4.14,"<.0001",0.05,1.3017,3.6508
506,"b13",0.4005,0.4776,500,0.84,"0.4021",0.05,-0.5379,1.339
506,"b23",-0.3205,0.2104,500,-1.52,"0.1284",0.05,-0.7338,0.09291
506,"b33",0.4737,0.2551,500,1.86,"0.0639",0.05,-0.02745,0.9749
506,"b43",-1.3462,0.4187,500,-3.21,"0.0014",0.05,-2.1689,-0.5235
506,"b53",0.9474,0.3164,500,2.99,"0.0029",0.05,0.3258,1.5689
507,"b03",1.6414,0.6542,500,2.51,0.0124,0.05,0.3561,2.9268
507,"b13",-0.04516,0.2173,500,-0.21,0.8354,0.05,-0.472,0.3817
507,"b23",0.07541,0.141,500,0.53,0.5931,0.05,-0.2017,0.3525
507,"b33",0.07193,0.09894,500,0.73,0.4676,0.05,-0.1225,0.2663
507,"b43",-0.92,0.4984,500,-1.85,0.0655,0.05,-1.8992,0.05915
507,"b53",-0.08329,0.1879,500,-0.44,0.6578,0.05,-0.4525,0.286
508,"b03",1.7962,0.4772,500,3.76,2e-04,0.05,0.8588,2.7337
508,"b13",0.105,0.4435,500,0.24,0.813,0.05,-0.7663,0.9763
508,"b23",-0.5397,0.2494,500,-2.16,0.0309,0.05,-1.0296,-0.04968
508,"b33",0.1422,0.2114,500,0.67,0.5015,0.05,-0.2732,0.5577
508,"b43",-0.8593,0.3431,500,-2.5,0.0126,0.05,-1.5335,-0.1852
508,"b53",0.5902,0.2555,500,2.31,0.0213,0.05,0.0883,1.0922
509,"b03",1.5044,0.5928,500,2.54,0.0115,0.05,0.3396,2.6692
509,"b13",0.1065,0.4078,500,0.26,0.7941,0.05,-0.6947,0.9076
509,"b23",-0.04635,0.2018,500,-0.23,0.8185,0.05,-0.4429,0.3502
509,"b33",-0.1962,0.2127,500,-0.92,0.3569,0.05,-0.6141,0.2218
509,"b43",-1.3192,0.449,500,-2.94,0.0035,0.05,-2.2013,-0.4372
509,"b53",0.008656,0.2159,500,0.04,0.968,0.05,-0.4155,0.4329
510,"b03",2.0043,0.4446,500,4.51,"<.0001",0.05,1.1309,2.8778
510,"b13",0.176,0.1933,500,0.91,"0.3631",0.05,-0.2038,0.5557
510,"b23",-0.1205,0.159,500,-0.76,"0.4490",0.05,-0.4329,0.1919
510,"b33",0.1618,0.1563,500,1.03,"0.3013",0.05,-0.1454,0.4689
510,"b43",-0.9017,0.2615,500,-3.45,"0.0006",0.05,-1.4155,-0.3879
510,"b53",0.1266,0.09948,500,1.27,"0.2039",0.05,-0.06889,0.322
511,"b03",1.5184,0.603,500,2.52,0.0121,0.05,0.3336,2.7031
511,"b13",0.4415,0.3876,500,1.14,0.2552,0.05,-0.32,1.2031
511,"b23",0.02354,0.1465,500,0.16,0.8724,0.05,-0.2643,0.3114
511,"b33",0.2187,0.1665,500,1.31,0.1896,0.05,-0.1084,0.5458
511,"b43",-1.1221,0.4354,500,-2.58,0.0103,0.05,-1.9776,-0.2666
511,"b53",0.2124,0.1469,500,1.45,0.1489,0.05,-0.07625,0.5011
512,"b03",1.2621,0.4598,500,2.74,0.0063,0.05,0.3587,2.1654
512,"b13",0.5768,0.4057,500,1.42,0.1558,0.05,-0.2204,1.3739
512,"b23",0.03066,0.2501,500,0.12,0.9025,0.05,-0.4607,0.5221
512,"b33",0.1612,0.1045,500,1.54,0.1236,0.05,-0.04411,0.3665
512,"b43",-0.8212,0.4482,500,-1.83,0.0675,0.05,-1.7018,0.05927
512,"b53",0.07019,0.1614,500,0.43,0.6639,0.05,-0.247,0.3873
513,"b03",1.6813,0.6231,500,2.7,0.0072,0.05,0.457,2.9055
513,"b13",-0.04744,0.2876,500,-0.16,0.869,0.05,-0.6124,0.5175
513,"b23",0.1359,0.1429,500,0.95,0.3417,0.05,-0.1447,0.4166
513,"b33",0.04573,0.1308,500,0.35,0.7268,0.05,-0.2112,0.3027
513,"b43",-0.9923,0.4861,500,-2.04,0.0418,0.05,-1.9474,-0.03715
513,"b53",0.202,0.1419,500,1.42,0.1552,0.05,-0.07678,0.4807
514,"b03",1.7356,0.4981,500,3.48,5e-04,0.05,0.7571,2.7142
514,"b13",0.3682,0.4233,500,0.87,0.3848,0.05,-0.4635,1.1999
514,"b23",-0.08272,0.1283,500,-0.64,0.5194,0.05,-0.3348,0.1693
514,"b33",0.269,0.2049,500,1.31,0.1899,0.05,-0.1336,0.6715
514,"b43",-0.9701,0.4276,500,-2.27,0.0237,0.05,-1.8102,-0.13
514,"b53",0.009272,0.1966,500,0.05,0.9624,0.05,-0.377,0.3956
515,"b03",1.7356,0.4981,500,3.48,5e-04,0.05,0.7571,2.7142
515,"b13",0.3682,0.4233,500,0.87,0.3848,0.05,-0.4635,1.1999
515,"b23",-0.08272,0.1283,500,-0.64,0.5194,0.05,-0.3348,0.1693
515,"b33",0.269,0.2049,500,1.31,0.1899,0.05,-0.1336,0.6715
515,"b43",-0.9701,0.4276,500,-2.27,0.0237,0.05,-1.8102,-0.13
515,"b53",0.009272,0.1966,500,0.05,0.9624,0.05,-0.377,0.3956
516,"b03",1.9729,0.4412,500,4.47,"<.0001",0.05,1.106,2.8398
516,"b13",0.0833,0.1968,500,0.42,"0.6722",0.05,-0.3033,0.4699
516,"b23",-0.03365,0.136,500,-0.25,"0.8047",0.05,-0.3009,0.2336
516,"b33",-0.04178,0.1296,500,-0.32,"0.7473",0.05,-0.2964,0.2129
516,"b43",-0.7726,0.1943,500,-3.98,"<.0001",0.05,-1.1544,-0.3907
516,"b53",0.2969,0.1333,500,2.23,"0.0264",0.05,0.03489,0.5589
517,"b03",1.445,0.6259,500,2.31,0.0214,0.05,0.2154,2.6746
517,"b13",-0.1346,0.4243,500,-0.32,0.7513,0.05,-0.9682,0.699
517,"b23",-0.3493,0.2469,500,-1.41,0.1578,0.05,-0.8344,0.1358
517,"b33",-0.2138,0.2078,500,-1.03,0.3041,0.05,-0.6221,0.1945
517,"b43",-0.8357,0.4385,500,-1.91,0.0572,0.05,-1.6972,0.02579
517,"b53",0.2646,0.2477,500,1.07,0.2861,0.05,-0.2222,0.7513
518,"b03",2.4414,0.6399,500,3.82,2e-04,0.05,1.1843,3.6986
518,"b13",-0.472,0.3969,500,-1.19,0.235,0.05,-1.2519,0.3079
518,"b23",-0.04164,0.2223,500,-0.19,0.8515,0.05,-0.4783,0.395
518,"b33",0.1841,0.2322,500,0.79,0.4282,0.05,-0.272,0.6402
518,"b43",-1.0317,0.3693,500,-2.79,0.0054,0.05,-1.7573,-0.3062
518,"b53",0.226,0.1712,500,1.32,0.1873,0.05,-0.1103,0.5624
519,"b03",2.1943,0.5663,500,3.87,1e-04,0.05,1.0816,3.307
519,"b13",0.02897,0.3908,500,0.07,0.9409,0.05,-0.7388,0.7967
519,"b23",-0.0449,0.1848,500,-0.24,0.8081,0.05,-0.4079,0.3182
519,"b33",0.1223,0.178,500,0.69,0.4925,0.05,-0.2275,0.4721
519,"b43",-1.3891,0.525,500,-2.65,0.0084,0.05,-2.4206,-0.3576
519,"b53",0.06979,0.1895,500,0.37,0.7128,0.05,-0.3025,0.4421
520,"b03",1.676,0.7326,500,2.29,0.0226,0.05,0.2368,3.1153
520,"b13",0.8654,0.4825,500,1.79,0.0735,0.05,-0.08266,1.8134
520,"b23",-0.1495,0.207,500,-0.72,0.4706,0.05,-0.5563,0.2573
520,"b33",0.2497,0.204,500,1.22,0.2216,0.05,-0.1512,0.6506
520,"b43",-1.5386,0.5292,500,-2.91,0.0038,0.05,-2.5784,-0.4989
520,"b53",0.1123,0.225,500,0.5,0.6178,0.05,-0.3297,0.5544
521,"b03",1.7426,0.6226,500,2.8,0.0053,0.05,0.5193,2.9659
521,"b13",0.1597,0.3814,500,0.42,0.6757,0.05,-0.5897,0.909
521,"b23",-0.06817,0.2388,500,-0.29,0.7754,0.05,-0.5373,0.401
521,"b33",0.1675,0.09938,500,1.69,0.0924,0.05,-0.02771,0.3628
521,"b43",-0.816,0.2976,500,-2.74,0.0063,0.05,-1.4007,-0.2312
521,"b53",0.1545,0.1156,500,1.34,0.182,0.05,-0.07265,0.3817
522,"b03",2.0123,0.6527,500,3.08,0.0022,0.05,0.73,3.2946
522,"b13",-0.3209,0.4219,500,-0.76,0.4473,0.05,-1.1499,0.5081
522,"b23",-0.1836,0.1995,500,-0.92,0.3577,0.05,-0.5755,0.2083
522,"b33",0.1699,0.186,500,0.91,0.3615,0.05,-0.1956,0.5354
522,"b43",-0.6421,0.2643,500,-2.43,0.0155,0.05,-1.1614,-0.1228
522,"b53",0.08228,0.1395,500,0.59,0.5556,0.05,-0.1918,0.3564
523,"b03",2.3509,0.6251,500,3.76,2e-04,0.05,1.1226,3.5791
523,"b13",-0.3753,0.4465,500,-0.84,0.401,0.05,-1.2527,0.502
523,"b23",-0.1797,0.1844,500,-0.97,0.3303,0.05,-0.5419,0.1826
523,"b33",0.2523,0.2426,500,1.04,0.2989,0.05,-0.2244,0.729
523,"b43",-1.0774,0.4866,500,-2.21,0.0273,0.05,-2.0335,-0.1214
523,"b53",0.6025,0.2951,500,2.04,0.0417,0.05,0.02264,1.1824
524,"b03",0.8052,0.5938,500,1.36,0.1757,0.05,-0.3615,1.9719
524,"b13",0.4788,0.3815,500,1.26,0.2101,0.05,-0.2708,1.2284
524,"b23",0.08839,0.1241,500,0.71,0.4765,0.05,-0.1554,0.3322
524,"b33",-0.09928,0.1612,500,-0.62,0.5383,0.05,-0.4161,0.2175
524,"b43",-0.7931,0.4427,500,-1.79,0.0739,0.05,-1.6629,0.07681
524,"b53",-0.0266,0.1751,500,-0.15,0.8793,0.05,-0.3706,0.3174
525,"b03",2.7122,0.53,500,5.12,"<.0001",0.05,1.671,3.7535
525,"b13",0.3843,0.2983,500,1.29,"0.1982",0.05,-0.2017,0.9704
525,"b23",-0.1255,0.211,500,-0.59,"0.5522",0.05,-0.5401,0.2891
525,"b33",0.263,0.1697,500,1.55,"0.1219",0.05,-0.07044,0.5964
525,"b43",-1.4084,0.3819,500,-3.69,"0.0003",0.05,-2.1587,-0.6581
525,"b53",0.3213,0.1705,500,1.88,"0.0601",0.05,-0.01369,0.6563
526,"b03",1.7623,0.5113,500,3.45,6e-04,0.05,0.7578,2.7668
526,"b13",-0.0585,0.2289,500,-0.26,0.7983,0.05,-0.5081,0.3911
526,"b23",0.155,0.0938,500,1.65,0.0991,0.05,-0.02932,0.3393
526,"b33",0.05312,0.1284,500,0.41,0.6794,0.05,-0.1992,0.3055
526,"b43",-0.662,0.3396,500,-1.95,0.0518,0.05,-1.3292,0.005212
526,"b53",0.101,0.1509,500,0.67,0.5035,0.05,-0.1955,0.3976
527,"b03",1.7168,0.4718,500,3.64,3e-04,0.05,0.7898,2.6438
527,"b13",0.5314,0.2229,500,2.38,0.0175,0.05,0.09341,0.9694
527,"b23",-0.07889,0.08967,500,-0.88,0.3794,0.05,-0.2551,0.09729
527,"b33",0.292,0.1225,500,2.38,0.0176,0.05,0.05121,0.5327
527,"b43",-0.9276,0.2696,500,-3.44,6e-04,0.05,-1.4573,-0.3978
527,"b53",0.3422,0.1512,500,2.26,0.024,0.05,0.04519,0.6392
528,"b03",1.6392,0.5365,500,3.06,0.0024,0.05,0.5851,2.6933
528,"b13",0.1255,0.2203,500,0.57,0.5693,0.05,-0.3074,0.5584
528,"b23",-0.00077,0.1218,500,-0.01,0.9949,0.05,-0.24,0.2385
528,"b33",0.1813,0.1335,500,1.36,0.1752,0.05,-0.08104,0.4435
528,"b43",-0.9966,0.4474,500,-2.23,0.0264,0.05,-1.8756,-0.1176
528,"b53",0.09582,0.1747,500,0.55,0.5836,0.05,-0.2474,0.439
529,"b03",1.1418,0.6364,500,1.79,0.0734,0.05,-0.1085,2.3921
529,"b13",0.1471,0.4491,500,0.33,0.7433,0.05,-0.7352,1.0295
529,"b23",-0.5539,0.4229,500,-1.31,0.1909,0.05,-1.3847,0.2769
529,"b33",0.3246,0.2324,500,1.4,0.1631,0.05,-0.1319,0.7811
529,"b43",-0.2608,0.3713,500,-0.7,0.4827,0.05,-0.9902,0.4686
529,"b53",0.0176,0.2393,500,0.07,0.9414,0.05,-0.4525,0.4877
530,"b03",1.6315,0.6136,500,2.66,0.0081,0.05,0.426,2.837
530,"b13",-0.0217,0.3022,500,-0.07,0.9428,0.05,-0.6155,0.5721
530,"b23",-0.1892,0.1744,500,-1.09,0.2784,0.05,-0.5318,0.1534
530,"b33",0.05115,0.1293,500,0.4,0.6925,0.05,-0.2029,0.3052
530,"b43",-0.7579,0.322,500,-2.35,0.019,0.05,-1.3907,-0.1252
530,"b53",0.5584,0.3386,500,1.65,0.0998,0.05,-0.1069,1.2236
531,"b03",1.1395,0.5234,500,2.18,0.0299,0.05,0.1112,2.1677
531,"b13",0.5224,0.4304,500,1.21,0.2254,0.05,-0.3232,1.368
531,"b23",-0.2387,0.1826,500,-1.31,0.1918,0.05,-0.5974,0.1201
531,"b33",-0.1546,0.2139,500,-0.72,0.4701,0.05,-0.5749,0.2656
531,"b43",-0.7541,0.366,500,-2.06,0.0398,0.05,-1.4731,-0.03512
531,"b53",0.6315,0.2921,500,2.16,0.0311,0.05,0.05765,1.2054
532,"b03",1.1354,0.4908,500,2.31,0.0211,0.05,0.1712,2.0997
532,"b13",0.28,0.2239,500,1.25,0.2117,0.05,-0.1599,0.7199
532,"b23",-0.08608,0.1893,500,-0.45,0.6495,0.05,-0.458,0.2858
532,"b33",0.1455,0.1488,500,0.98,0.3284,0.05,-0.1467,0.4378
532,"b43",-0.5355,0.2856,500,-1.87,0.0614,0.05,-1.0967,0.0257
532,"b53",0.1703,0.1016,500,1.68,0.0945,0.05,-0.02941,0.37
533,"b03",2.5841,0.896,500,2.88,0.0041,0.05,0.8237,4.3446
533,"b13",-0.8177,0.5897,500,-1.39,0.1662,0.05,-1.9764,0.341
533,"b23",-0.434,0.2564,500,-1.69,0.0911,0.05,-0.9378,0.0697
533,"b33",-0.1823,0.2494,500,-0.73,0.4651,0.05,-0.6722,0.3077
533,"b43",-1.1669,0.5677,500,-2.06,0.0403,0.05,-2.2822,-0.05166
533,"b53",0.2809,0.261,500,1.08,0.2824,0.05,-0.2319,0.7938
534,"b03",1.9764,0.4884,500,4.05,"<.0001",0.05,1.0168,2.9361
534,"b13",0.6914,0.4321,500,1.6,"0.1102",0.05,-0.1575,1.5403
534,"b23",-0.06291,0.1543,500,-0.41,"0.6837",0.05,-0.3661,0.2402
534,"b33",0.1436,0.1287,500,1.12,"0.2653",0.05,-0.1093,0.3964
534,"b43",-1.2987,0.3719,500,-3.49,"0.0005",0.05,-2.0293,-0.5682
534,"b53",0.4643,0.1709,500,2.72,"0.0068",0.05,0.1285,0.8002
535,"b03",2.132,0.6186,500,3.45,6e-04,0.05,0.9167,3.3474
535,"b13",0.213,0.5545,500,0.38,0.7011,0.05,-0.8765,1.3025
535,"b23",-0.3112,0.2893,500,-1.08,0.2825,0.05,-0.8796,0.2571
535,"b33",0.5636,0.3307,500,1.7,0.089,0.05,-0.0862,1.2133
535,"b43",-0.9063,0.4146,500,-2.19,0.0293,0.05,-1.7209,-0.0918
535,"b53",0.7311,0.3226,500,2.27,0.0238,0.05,0.09736,1.3649
536,"b03",1.6514,0.6555,500,2.52,0.0121,0.05,0.3635,2.9392
536,"b13",-0.1725,0.2982,500,-0.58,0.5632,0.05,-0.7584,0.4134
536,"b23",0.08918,0.1596,500,0.56,0.5766,0.05,-0.2244,0.4027
536,"b33",0.2365,0.2422,500,0.98,0.3294,0.05,-0.2394,0.7123
536,"b43",-0.7985,0.4496,500,-1.78,0.0763,0.05,-1.6819,0.08483
536,"b53",0.1682,0.1609,500,1.05,0.2963,0.05,-0.1479,0.4843
537,"b03",2.5979,0.6333,500,4.1,"<.0001",0.05,1.3537,3.8421
537,"b13",0.005441,0.4275,500,0.01,"0.9899",0.05,-0.8345,0.8454
537,"b23",-0.616,0.2627,500,-2.35,"0.0194",0.05,-1.132,-0.09992
537,"b33",0.1705,0.2199,500,0.78,"0.4383",0.05,-0.2614,0.6025
537,"b43",-1.6082,0.4237,500,-3.8,"0.0002",0.05,-2.4406,-0.7758
537,"b53",0.5087,0.285,500,1.79,"0.0749",0.05,-0.05121,1.0686
538,"b03",1.3219,0.564,500,2.34,0.0195,0.05,0.2138,2.4301
538,"b13",0.278,0.287,500,0.97,0.3333,0.05,-0.2859,0.8419
538,"b23",0.06652,0.1381,500,0.48,0.6303,0.05,-0.2048,0.3379
538,"b33",-0.04988,0.1942,500,-0.26,0.7974,0.05,-0.4315,0.3317
538,"b43",-0.8977,0.441,500,-2.04,0.0423,0.05,-1.7642,-0.03117
538,"b53",0.02316,0.1712,500,0.14,0.8924,0.05,-0.3131,0.3594
539,"b03",1.5008,0.5871,500,2.56,0.0109,0.05,0.3473,2.6543
